zcta,latitude,longitude,JobsTotal,JobsAgriculture,JobsAutomotive,JobsEntertainment,JobsConstruction,JobsHealthcare,JobsManufacturing,JobsProfessional,JobsRealestate,JobsTrade,JobsTransport
30296,33.56,-84.44,124,,,2,10,21,1,15,3,2,9
30297,33.62,-84.37,661,,,11,39,38,29,48,38,100,99
30303,33.75,-84.39,1633,,,106,17,91,6,492,67,168,23
30305,33.84,-84.39,2167,1,,100,44,177,20,747,231,84,10
30306,33.79,-84.35,758,,,47,21,70,9,227,62,34,8
30307,33.77,-84.33,746,,,70,25,61,11,206,54,18,5
30308,33.77,-84.38,1066,,,93,10,163,7,279,70,29,3
30309,33.8,-84.39,2153,1,,157,37,301,24,829,158,72,12
30310,33.73,-84.43,383,,,17,14,38,23,42,20,19,6
30311,33.72,-84.48,297,,,10,5,50,,40,17,2,5
30312,33.74,-84.38,679,,,44,26,121,18,147,41,18,8
30313,33.76,-84.4,189,,,15,5,6,6,36,19,6,
30314,33.76,-84.43,133,,,4,3,17,1,11,10,1,2
30315,33.7,-84.38,405,1,,14,16,53,11,43,24,21,33
30316,33.71,-84.33,616,,,43,32,57,11,123,37,15,18
30317,33.75,-84.32,247,,,22,14,30,3,67,28,4,3
30318,33.79,-84.45,1802,,2,153,88,99,86,344,118,161,43
30319,33.88,-84.33,1088,1,,78,55,93,8,339,143,48,7
30322,33.79,-84.33,32,,,1,,11,,1,,4,
30324,33.82,-84.36,1112,1,,74,37,109,27,252,97,45,14
30326,33.85,-84.36,1459,,,69,19,34,7,626,119,35,13
30327,33.87,-84.42,839,1,,30,30,137,3,281,115,30,1
30328,33.93,-84.39,2569,1,,111,75,285,16,965,219,97,31
30329,33.83,-84.32,1098,,,53,22,155,18,280,54,34,13
30331,33.71,-84.54,666,,,24,32,139,18,80,33,26,25
30332,33.78,-84.4,36,,,2,,3,1,4,,,1
30334,33.75,-84.39,16,,,,1,,,2,1,4,
30336,33.74,-84.57,638,,,9,20,10,105,23,18,186,136
30337,33.64,-84.45,474,,1,8,11,22,13,66,35,26,62
30338,33.95,-84.32,1503,,,54,58,215,10,540,100,77,17
30339,33.88,-84.46,2562,2,,147,86,192,20,953,173,102,28
30340,33.9,-84.25,1254,,2,29,103,60,84,141,49,221,70
30341,33.89,-84.29,1464,1,,53,93,129,52,350,75,100,35
30342,33.88,-84.38,1576,,,51,36,418,11,377,132,50,7
30344,33.68,-84.46,660,,1,24,31,95,25,80,36,28,28
30345,33.85,-84.28,714,,,30,27,99,5,224,38,18,11
30346,33.92,-84.34,720,,,28,5,33,1,217,42,23,3
30349,33.62,-84.52,976,1,,21,27,130,16,108,24,63,168
30350,33.98,-84.33,841,,,36,46,67,7,274,71,57,13
30354,33.66,-84.39,523,,,19,25,35,20,57,29,46,86
30360,33.93,-84.27,437,,,5,40,16,22,90,36,68,16
30363,33.79,-84.4,152,,,7,1,16,,47,12,7,1
30401,32.6,-82.35,307,9,,10,9,39,21,43,12,15,14
30410,32.19,-82.51,16,2,,1,1,,3,3,,,
30411,32.13,-82.79,36,9,,,3,1,1,3,1,2,2
30412,32.08,-82.49,1,,,,,,,,,,
30413,32.89,-82.51,13,3,,,,,1,,,1,1
30415,32.32,-81.6,90,1,,1,17,4,7,8,6,3,7
30417,32.17,-81.92,209,5,,5,17,21,13,31,4,5,9
30420,32.29,-82.15,13,,,,2,1,,,,3,2
30421,32.18,-82.11,23,3,,,3,,,2,,2,1
30423,32.15,-81.83,2,,,,1,,,,,,
30425,32.69,-81.99,7,1,,,2,,1,,,,1
30426,33.04,-81.63,8,3,,,,,,,,1,1
30427,31.92,-81.96,168,11,,4,23,12,7,24,6,12,4
30428,32.22,-82.72,31,9,,2,2,2,,1,,,3
30429,32.17,-81.94,10,,,,2,,,,,,
30434,33.03,-82.38,130,11,,5,9,9,8,14,5,1,3
30436,32.15,-82.29,163,13,,1,10,13,12,14,5,11,9
30439,32.41,-82.08,210,3,,8,17,18,9,43,3,7,7
30441,32.8,-82.23,18,2,,1,5,,1,2,,,1
30442,32.8,-81.98,106,5,,3,7,9,4,14,,4,4
30445,32.16,-82.59,37,2,,,1,4,,4,,,4
30446,32.56,-81.46,19,5,,1,1,,,1,,,1
30448,32.49,-82.36,2,,,,,1,,,,,1
30450,32.56,-81.92,20,,,,5,3,,1,,1,2
30451,32.39,-81.95,4,,,,,1,,1,,,
30452,32.33,-81.89,27,1,,,8,2,1,,,2,3
30453,32.01,-82.12,95,1,,1,8,14,2,13,1,2,3
30454,32.44,-82.73,2,,,,,1,,1,,,
30455,32.69,-81.8,3,,,,1,,,,,,
30456,32.98,-81.8,12,,,,,,,1,,2,
30457,32.4,-82.57,85,3,,1,4,9,4,6,1,3,5
30458,32.4,-81.83,1111,5,,25,64,179,31,186,68,31,19
30460,32.42,-81.78,2,,,,,,,,,,
30461,32.51,-81.72,154,3,,3,26,7,6,17,9,13,14
30464,32.44,-82.22,5,,,,,,2,,,1,
30467,32.75,-81.6,189,5,,2,20,14,9,26,4,6,5
30470,32.37,-82.56,5,,,,2,,1,1,,,
30471,32.54,-82.18,36,,,2,3,3,5,3,,2,2
30473,32.02,-82.47,25,4,,,3,1,1,2,,1,1
30474,32.24,-82.42,496,3,,13,25,76,18,82,17,12,8
30475,32.22,-82.37,35,1,,,1,8,1,7,,,
30477,32.86,-82.4,42,3,,,3,3,5,3,,4,2
30501,34.32,-83.81,1646,2,,37,64,309,77,310,73,97,43
30504,34.27,-83.89,377,1,,12,34,22,31,55,30,16,19
30506,34.35,-83.9,545,1,,15,100,45,13,128,36,29,13
30507,34.25,-83.77,257,,1,3,37,10,18,18,8,33,18
30510,34.44,-83.57,70,1,,,6,5,10,5,,5,1
30511,34.45,-83.49,67,2,,2,6,8,2,7,2,5,1
30512,34.86,-83.97,539,6,,11,67,62,26,64,32,15,19
30513,34.82,-84.32,453,1,3,18,25,52,20,65,29,14,12
30516,34.38,-83.03,17,,,,2,1,3,1,,,1
30517,34.13,-83.8,335,,,13,42,34,9,63,22,19,15
30518,34.13,-84.03,1507,1,,48,224,108,79,266,77,119,48
30519,34.09,-83.95,1067,2,,29,112,59,15,157,39,60,19
30520,34.34,-83.08,38,1,,,7,1,3,3,3,2,1
30521,34.36,-83.29,70,,,1,10,2,2,8,,5,3
30522,34.8,-84.34,19,,,2,4,1,1,1,2,2,
30523,34.71,-83.55,266,2,,7,20,27,10,45,18,13,3
30525,34.91,-83.37,291,,,8,35,29,4,52,13,3,
30527,34.48,-83.78,83,,,2,15,5,2,10,8,5,6
30528,34.62,-83.79,445,5,,14,58,34,25,66,14,15,12
30529,34.22,-83.48,410,2,,16,16,41,12,47,9,13,5
30530,34.22,-83.39,45,3,,1,6,1,4,4,4,3,5
30531,34.51,-83.59,299,,,9,15,20,20,45,8,11,5
30533,34.56,-84.02,471,1,,9,52,54,25,89,24,13,13
30534,34.43,-84.14,653,6,,26,72,50,20,84,21,18,14
30535,34.57,-83.57,136,1,,,17,38,6,9,6,7,3
30536,34.65,-84.36,91,,,,17,4,6,11,6,5,1
30537,34.98,-83.32,43,,,2,2,4,4,3,1,,
30538,34.5,-83.26,70,1,1,1,9,5,15,7,4,3,2
30540,34.73,-84.54,424,,,11,43,43,23,56,25,19,10
30541,34.91,-84.54,16,,,1,,1,1,,,1,1
30542,34.18,-83.91,603,,,28,68,40,36,102,29,45,11
30543,34.29,-83.65,37,,,2,9,1,3,5,1,2,5
30545,34.76,-83.76,111,,,6,1,1,6,6,4,,2
30546,34.9,-83.7,191,,,7,25,22,6,24,8,5,3
30547,34.36,-83.46,67,3,,3,12,5,,6,1,6,3
30548,34.09,-83.77,340,1,2,8,59,28,14,61,20,27,16
30549,34.11,-83.58,427,3,,9,57,38,21,61,27,19,25
30552,34.77,-83.44,26,,,,7,1,2,2,3,,
30553,34.44,-83.08,201,,1,4,16,19,22,29,7,13,7
30554,34.4,-83.66,69,1,,,20,,8,5,,2,7
30555,34.97,-84.44,38,,,1,5,2,,3,1,2,1
30557,34.48,-83.18,36,,,,3,2,2,6,,3,1
30558,34.27,-83.56,47,,,,13,1,5,4,,2,3
30559,34.96,-84.27,45,,,,10,2,2,3,2,2,3
30560,34.88,-84.2,50,,,2,8,1,5,8,,5,1
30562,34.92,-83.38,18,,,1,2,,1,3,,,
30563,34.57,-83.45,48,1,,1,5,,7,6,1,1,2
30564,34.47,-83.89,67,,,,11,3,5,10,3,5,7
30565,34.09,-83.41,34,1,,1,9,2,2,2,1,2,1
30566,34.24,-83.9,214,1,,7,19,22,7,28,14,13,13
30567,34.18,-83.68,89,1,,,9,2,21,8,3,7,15
30568,34.96,-83.43,33,,,1,7,1,5,2,,,
30571,34.71,-83.69,53,,,,12,2,,3,5,,1
30572,34.74,-84.07,11,,,,1,1,,2,1,,1
30573,34.75,-83.42,12,,,1,1,2,,,,,
30575,34.21,-83.71,24,,,1,7,1,2,4,,,
30576,34.83,-83.45,36,1,,,16,2,2,1,3,,1
30577,34.55,-83.33,473,,,14,50,50,43,66,7,21,7
30581,34.8,-83.42,9,,,1,2,,1,1,,,
30582,34.96,-83.91,76,,,3,9,4,5,5,6,4,
30601,34,-83.35,707,1,,22,32,50,32,123,43,36,10
30602,33.94,-83.37,24,,,2,1,,1,11,,,
30605,33.91,-83.32,616,1,,28,15,65,15,116,62,14,6
30606,33.94,-83.42,1433,3,,52,59,315,19,241,90,33,14
30607,34.02,-83.45,258,3,,5,26,41,15,26,7,29,12
30619,33.86,-83.24,20,1,,,5,3,1,4,,,
30620,33.93,-83.76,133,,,4,25,11,3,18,2,4,3
30621,33.79,-83.49,66,1,,6,11,6,,18,4,2,1
30622,33.92,-83.52,405,2,,6,35,38,17,81,37,28,11
30623,33.73,-83.54,2,,,,,,,,,,
30624,34.19,-83.04,24,,,1,5,2,1,1,,,
30625,33.52,-83.33,28,,,3,7,1,2,5,1,1,1
30627,33.97,-82.96,21,1,,1,1,,2,1,,3,3
30628,34.03,-83.21,76,,,1,15,4,4,9,4,2,2
30629,34.08,-83.11,59,,,2,10,1,12,4,3,1,4
30630,33.91,-83.15,49,,,1,8,3,4,6,2,2,3
30631,33.56,-82.88,17,,,,,2,1,2,1,,2
30633,34.18,-83.25,110,,1,2,16,9,6,18,2,3,5
30634,34.2,-82.95,19,1,,,1,,3,1,,1,1
30635,34.11,-82.79,403,3,,9,28,29,82,50,2,39,14
30641,33.78,-83.57,22,1,,2,4,,1,3,,4,1
30642,33.55,-83.19,367,9,,7,32,42,10,77,17,17,11
30643,34.36,-82.91,304,,,12,35,32,15,53,8,9,1
30646,34.09,-83.3,87,1,,1,17,8,5,6,5,5,3
30648,33.88,-83.04,45,1,,1,11,2,1,3,,2,
30650,33.58,-83.47,402,10,,13,36,35,18,65,16,16,10
30655,33.78,-83.7,550,2,,14,52,65,22,88,29,31,12
30656,33.86,-83.72,177,1,,4,51,13,4,20,8,9,6
30660,33.79,-82.95,6,,,,,1,,,,,1
30662,34.27,-83.15,169,2,,1,18,16,7,20,1,11,5
30663,33.62,-83.6,44,1,,1,9,3,4,3,2,4,1
30664,33.56,-82.8,2,1,,,1,,,,,,
30665,33.54,-83.06,6,,,1,,,,,,,
30666,33.96,-83.58,104,,,4,18,7,9,13,6,4,6
30667,33.78,-83.15,8,,,,3,1,,1,,,2
30668,33.9,-82.7,12,2,,,1,1,,1,,,2
30669,33.68,-83.12,33,,,,2,2,2,2,3,2,1
30673,33.71,-82.71,173,10,,3,9,19,12,25,2,5,7
30677,33.78,-83.37,600,3,,14,71,85,16,129,42,21,7
30678,33.45,-83.07,16,2,,1,3,,,,1,1,
30680,34,-83.7,704,1,,22,71,65,46,106,30,35,22
30683,33.95,-83.26,81,,,2,13,2,3,15,5,1,5
30701,34.49,-84.96,890,2,,17,58,77,80,115,39,71,25
30705,34.74,-84.73,379,2,,4,19,34,58,40,10,28,6
30707,34.77,-85.36,116,1,,2,11,4,8,11,3,4,2
30708,34.96,-84.66,3,,,,1,,,,,,
30710,34.95,-84.91,43,1,,2,9,3,1,6,2,6,1
30711,34.92,-84.7,10,,,,3,,2,1,,,
30720,34.73,-85,1105,2,,22,34,137,114,194,25,118,34
30721,34.79,-84.92,891,,,18,56,50,120,103,23,93,38
30725,34.92,-85.35,42,,,1,2,3,6,3,,5,1
30726,34.98,-85.14,3,,,,1,1,,,,1,
30728,34.68,-85.23,258,,,5,14,26,19,49,4,15,2
30730,34.35,-85.42,14,1,,,4,,3,,,,1
30731,34.59,-85.48,21,,,,1,,1,1,,3,
30733,34.41,-85.05,11,,,1,,,1,1,,1,
30734,34.53,-84.71,29,1,,,6,,3,2,,3,3
30735,34.6,-84.88,39,1,,,3,2,6,1,2,5,4
30736,34.9,-85.14,502,,,12,54,52,24,83,12,31,19
30738,34.8,-85.48,25,1,,1,3,,1,1,1,1,2
30739,34.81,-85.22,58,,,1,8,7,2,8,1,4,1
30740,34.76,-85.07,70,1,,4,8,3,1,9,2,3,7
30741,34.95,-85.28,245,1,,6,18,20,18,31,6,17,7
30742,34.95,-85.24,312,,,11,5,44,10,43,22,6,2
30746,34.58,-85.03,15,,,,3,,2,1,,1,1
30747,34.5,-85.3,209,3,,6,17,22,6,32,7,10,3
30750,34.94,-85.39,26,,,4,1,4,,5,,,
30751,34.98,-84.73,1,,,,,,,,,,
30752,34.91,-85.54,167,,,3,14,14,14,22,1,2,3
30753,34.58,-85.29,69,,,3,7,3,5,7,2,3,1
30755,34.87,-85.04,66,,,,6,3,7,6,,5,6
30756,34.9,-84.98,11,,,,1,,1,2,1,1,
30757,34.94,-85.44,19,,,,2,2,1,1,1,,
30802,33.6,-82.3,87,1,,4,27,7,3,4,1,2,7
30803,33.13,-82.55,6,,,,3,,1,,,,1
30805,33.28,-82.19,12,2,,,2,,,1,1,1,1
30807,33.46,-82.65,3,,,1,1,,,,,,
30808,33.38,-82.39,29,,,,7,,4,,,1,5
30809,33.56,-82.17,851,1,,23,115,124,19,146,42,30,13
30810,33.24,-82.59,21,,,,1,4,,4,,,1
30812,33.37,-82.03,2,,,,,,,,,1,
30813,33.47,-82.22,332,,,9,52,20,11,34,10,21,15
30814,33.44,-82.31,88,,,1,24,3,2,13,,,2
30815,33.29,-82.09,220,,,2,26,18,1,28,12,3,4
30816,33.16,-82.17,10,,,1,2,2,,,,1,
30817,33.78,-82.43,133,9,,3,16,7,4,14,7,4,6
30818,33.28,-82.34,6,1,,,2,,1,,,,
30820,33.22,-82.71,4,,,,1,,1,,,1,1
30821,33.49,-82.74,7,,,,1,,,,1,,1
30822,32.93,-81.85,1,,,1,,,,,,,
30823,33.23,-82.45,10,,,,3,1,,,,2,
30824,33.51,-82.51,396,2,,15,26,49,25,58,14,7,12
30828,33.37,-82.66,58,3,,,1,6,5,8,3,3,2
30830,33.08,-81.98,266,5,,8,19,24,9,50,10,19,8
30833,33.19,-82.35,99,5,,,7,6,7,9,4,5,3
30901,33.44,-81.96,830,,,40,36,113,28,220,30,56,23
30903,33.49,-82.16,40,,,,3,3,6,8,1,2,3
30904,33.48,-82.01,550,,,18,44,127,14,67,26,13,9
30905,33.42,-82.14,96,,,,2,3,,56,1,6,
30906,33.35,-81.97,727,,,11,47,64,40,61,34,47,37
30907,33.52,-82.09,1331,2,,39,113,150,32,237,66,49,25
30909,33.47,-82.08,1389,4,,41,69,231,5,204,68,59,23
30912,33.47,-81.99,10,,,1,,3,,1,,,
31001,31.98,-83.34,21,,,,2,5,2,3,,,1
31002,32.55,-82.6,26,,,1,3,2,2,2,,,4
31003,32.61,-83.21,3,,,,,,,1,,,
31005,32.54,-83.6,145,1,,6,22,15,3,22,6,4,2
31006,32.58,-84.25,72,1,,1,6,7,5,9,3,3,3
31007,32.19,-83.93,7,,,,,,1,1,,,2
31008,32.67,-83.79,297,1,,2,38,23,17,28,14,17,11
31009,32.28,-83.02,6,,,,1,,,1,,,
31011,32.13,-83.08,13,1,,,2,,,1,,4,2
31012,32.39,-83.17,10,,,,1,1,,1,,,
31014,32.42,-83.35,167,11,,3,8,17,7,20,4,5,5
31015,31.93,-83.77,496,4,,10,24,65,21,65,22,32,19
31016,32.84,-84.12,4,,,,1,,,2,,,
31017,32.62,-83.23,12,6,,,1,1,,1,,,
31018,32.98,-82.63,13,,,,,3,1,1,,1,
31019,32.42,-83.05,18,1,,1,1,,1,3,,1,
31020,32.69,-83.5,21,,,1,4,1,1,,,1,1
31021,32.49,-82.94,863,4,,20,55,135,30,122,34,31,19
31022,32.51,-83.12,17,,,,2,1,3,2,,2,
31023,32.18,-83.2,268,7,,7,7,48,14,36,9,8,10
31024,33.32,-83.38,407,2,1,9,53,35,27,56,15,24,13
31025,32.34,-83.74,14,1,,,,,,3,,2,2
31027,32.58,-82.8,109,,,1,21,5,3,4,,7,11
31028,32.63,-83.7,126,,,3,5,11,4,15,5,1,1
31029,33.04,-83.93,309,13,,8,24,28,9,39,14,7,19
31030,32.57,-83.89,228,1,2,8,19,24,11,30,11,6,2
31031,32.87,-83.33,64,,,,7,9,3,6,,2,4
31032,33.01,-83.57,218,5,,7,25,32,6,27,11,4,4
31033,33.08,-83.43,16,1,,,2,1,1,,,1,2
31035,32.85,-82.7,6,1,,,1,,,1,,1,
31036,32.28,-83.52,181,2,,7,16,21,5,25,5,5,3
31037,32.1,-83.04,37,3,,,,3,,4,,1,1
31038,33.13,-83.65,5,,,,,1,,,,,1
31039,32.59,-84.39,1,,,,,,,,,,
31041,32.36,-84.26,7,,,,2,1,,1,,,
31042,32.76,-83.18,25,,,4,,2,,2,1,3,2
31044,32.66,-83.39,40,2,,1,1,8,,2,,2,3
31045,33.28,-82.79,2,,,,,2,,,,,
31046,33.05,-83.8,55,,,,15,2,2,7,2,3,6
31047,32.47,-83.6,83,,,1,12,10,1,10,3,4,5
31049,32.69,-82.53,12,2,,,1,,1,,,1,1
31050,32.74,-83.96,1,,,,,,,,,,
31051,32.16,-83.89,2,1,,,,,,,,1,
31052,32.79,-83.84,68,,,,16,4,3,4,2,1,2
31054,32.89,-83.21,35,,,,5,2,6,,2,1,4
31055,32.01,-82.9,108,2,,3,3,8,4,15,2,7,6
31057,32.44,-83.94,23,,,,,3,,1,1,6,
31058,32.49,-84.41,15,,,,1,1,,,,,2
31060,31.98,-83.06,15,,,,,2,1,,,2,3
31061,33.08,-83.25,799,2,,23,52,96,18,117,32,25,15
31062,33.05,-83.22,2,,,,,2,,,,,
31063,32.29,-83.96,94,2,1,3,6,8,11,12,1,4,
31064,33.29,-83.7,129,2,1,8,22,14,11,18,3,4,1
31065,32.55,-83.16,7,,,,1,1,1,,,,
31066,32.81,-84.01,1,,,,,,,,,,
31067,32.86,-82.94,4,,,,,1,,,1,,1
31068,32.33,-84.12,48,2,,,1,8,3,5,1,2,2
31069,32.44,-83.75,459,2,,7,33,62,15,76,19,12,12
31070,32.19,-83.79,13,1,,1,1,2,,,,,2
31071,32.13,-83.54,13,1,,,3,,,1,,1,
31072,31.97,-83.57,8,2,,,,,,2,,1,
31075,32.35,-82.96,17,,,1,3,3,1,,,1,
31076,32.54,-84.11,42,2,,3,2,9,1,5,,,2
31077,31.92,-83.2,17,1,,,2,,,1,,2,5
31078,32.69,-84.08,63,7,,1,5,5,6,6,1,3,2
31079,31.94,-83.46,42,3,,1,5,4,1,5,1,2,1
31081,32.42,-84.28,1,,,,1,,,,,,
31082,33,-82.9,266,3,,7,13,29,13,37,12,10,8
31083,32.04,-82.81,3,,,,,,,,,,1
31085,33.43,-83.63,10,1,,,2,,5,,1,,1
31087,33.25,-83,63,,,1,3,7,3,5,2,1,
31088,32.58,-83.65,938,,,21,45,153,15,225,59,24,7
31089,32.85,-82.86,39,1,,1,2,3,1,2,,3,2
31090,32.83,-83.07,12,,,,2,1,2,,,,
31091,32.24,-83.7,54,3,,1,2,4,1,7,1,4,3
31092,32.09,-83.79,93,4,,,2,6,6,15,2,6,3
31093,32.65,-83.66,594,,,10,17,72,14,73,21,15,8
31094,33.11,-82.8,13,2,,,3,1,,,2,,
31096,32.72,-82.71,97,6,,1,4,11,4,12,2,4,5
31097,32.89,-84.17,9,1,,,1,,,,,,2
31098,32.61,-83.57,94,,,4,1,3,,53,2,4,1
31201,32.81,-83.62,763,2,,25,24,176,20,205,36,24,13
31204,32.85,-83.67,619,2,,8,34,94,9,106,37,22,2
31206,32.79,-83.68,728,,,16,23,37,29,71,25,68,33
31207,32.83,-83.65,8,,,1,,,,,,1,
31210,32.91,-83.74,1229,3,,43,54,202,18,230,62,46,21
31211,32.9,-83.58,241,1,,2,25,20,3,29,10,4,10
31213,32.84,-83.64,5,,,,,,,2,,1,
31216,32.73,-83.69,312,,,8,29,29,28,29,11,20,24
31217,32.84,-83.5,194,1,,2,17,60,9,5,5,11,8
31220,32.87,-83.81,169,1,,4,22,23,3,19,7,10,5
31301,31.75,-81.6,23,1,,,2,,1,2,3,,1
31302,32.12,-81.34,103,1,,1,24,2,4,8,7,3,10
31303,32.51,-81.31,16,1,,,2,,1,,1,2,1
31304,31.51,-81.35,2,,,,,,,,,,
31305,31.4,-81.39,110,,,1,2,10,3,15,4,3,1
31307,32.17,-81.4,13,,,,5,1,,,,1,1
31308,32.18,-81.47,67,,,1,13,2,3,9,1,3,10
31309,31.88,-81.44,8,,,2,1,,,,1,,
31312,32.31,-81.4,138,2,,,25,8,5,15,4,4,12
31313,31.84,-81.61,605,1,,17,31,71,6,81,42,7,21
31314,31.87,-81.63,50,,,1,,4,,20,,2,2
31315,31.89,-81.59,21,,,1,1,3,,5,,,
31316,31.72,-81.71,59,1,,1,9,4,1,5,2,,3
31318,32.14,-81.37,3,,,,,,2,,,,
31320,31.77,-81.37,94,2,,3,8,7,5,6,3,4,10
31321,32.19,-81.66,95,2,,3,12,7,3,12,3,5,8
31322,32.11,-81.26,669,,1,20,34,48,15,76,31,42,34
31323,31.69,-81.43,29,,,1,3,1,6,1,1,1,1
31324,31.85,-81.26,498,3,,12,54,55,9,86,26,11,13
31326,32.3,-81.23,363,2,,6,35,41,11,63,21,10,20
31328,32.01,-80.87,134,,,4,5,5,1,16,14,3,3
31329,32.43,-81.35,129,10,,3,16,14,2,20,2,1,2
31331,31.51,-81.44,66,1,,1,6,4,1,7,1,6,3
31401,32.07,-81.09,1345,1,,43,30,85,33,311,75,49,52
31404,32.05,-81.05,551,,,25,58,56,16,55,33,16,19
31405,32.04,-81.18,1230,1,,41,94,222,33,195,65,63,40
31406,31.98,-81.09,1417,1,,45,80,198,15,274,81,30,14
31407,32.19,-81.19,211,,,,14,5,8,11,6,21,50
31408,32.12,-81.18,623,1,1,6,43,21,37,44,35,74,110
31409,32.02,-81.14,28,,,,1,,,10,,2,
31410,32.03,-80.99,421,,,19,45,29,1,84,38,14,17
31411,31.94,-81.03,162,1,,5,10,21,2,65,15,8,3
31415,32.08,-81.12,207,,,3,26,9,20,9,7,39,33
31419,32,-81.23,655,,,15,41,61,4,73,42,12,24
31501,31.22,-82.35,621,4,,14,23,105,16,93,27,21,12
31503,31.2,-82.42,223,5,2,3,28,11,13,14,5,14,10
31510,31.55,-82.44,224,14,1,7,9,19,13,32,1,13,22
31512,31.55,-83.02,17,,1,,2,1,2,,1,1,3
31513,31.78,-82.35,336,7,,8,29,37,21,37,10,19,4
31516,31.31,-82.25,286,15,,7,35,20,7,35,8,14,9
31518,31.51,-82.19,9,,,,2,,,1,1,,1
31519,31.68,-82.88,42,1,,,10,5,,4,1,2,2
31520,31.18,-81.49,920,,,24,60,142,25,162,34,40,18
31522,31.26,-81.34,784,1,,22,61,67,7,175,79,18,14
31523,31.23,-81.63,227,1,,9,35,11,4,26,9,8,15
31524,31.24,-81.47,18,,,,,1,,4,,,3
31525,31.32,-81.53,526,4,,17,48,30,14,55,44,19,13
31527,31.07,-81.43,44,,,2,,,,2,5,1,2
31532,31.72,-82.76,10,1,,,,,1,,,2,2
31533,31.56,-82.83,604,3,2,17,19,93,19,105,24,34,15
31535,31.46,-82.87,129,4,3,3,21,7,20,3,2,10,10
31537,30.89,-82.01,142,11,1,3,10,12,7,16,4,7,6
31539,31.83,-82.61,236,9,1,1,12,21,28,27,5,13,9
31542,31.14,-82.12,30,5,,,8,,2,1,,2,1
31543,31.33,-81.83,38,3,,2,8,1,1,5,1,,2
31544,31.84,-82.96,7,3,,,3,,,,,,
31545,31.66,-81.93,388,5,,12,36,62,15,39,11,8,9
31546,31.51,-81.78,95,1,,2,11,6,3,19,2,3,2
31547,30.79,-81.56,38,,,,,,,15,2,1,
31548,30.8,-81.7,342,1,,7,39,36,4,35,19,6,1
31549,31.92,-82.73,22,,,,1,1,2,3,1,,2
31550,31.15,-82.6,9,,,,2,,2,,,1,
31551,31.5,-82.27,4,,,,,,1,,,1,
31552,31.29,-82.6,8,1,,,,,1,,,,1
31553,31.18,-81.97,92,3,,3,9,10,4,9,2,1,7
31554,31.49,-82.62,34,5,,,1,2,2,2,,1,5
31555,31.71,-82.08,30,4,,1,12,,2,,,,3
31556,31.41,-82.11,3,2,,,1,,,,,,
31557,31.38,-82.1,44,2,,,7,3,3,5,,1,2
31558,30.74,-81.65,345,1,,14,19,58,4,58,13,7,5
31560,31.5,-82.02,32,,,,8,,4,3,,,3
31561,31.21,-81.31,11,,,,,,,4,3,,1
31562,30.52,-82.23,8,1,,,,,,,,,1
31563,31.75,-82.18,17,3,,,3,,2,1,,1,5
31565,31.07,-81.63,22,,,2,5,1,1,1,1,,
31566,31.18,-81.81,26,1,,,3,2,2,,,,2
31567,31.63,-82.71,8,,,,,,,,,1,1
31568,31.01,-81.82,5,1,,,,,,1,,,
31569,30.9,-81.7,50,,,,3,9,2,9,,,1
31601,30.78,-83.33,1113,7,,27,79,101,60,143,39,74,51
31602,30.87,-83.34,1047,,,22,61,252,5,169,73,37,12
31605,30.94,-83.2,221,,,2,15,56,4,30,10,5,1
31606,30.81,-83.19,37,1,,,9,1,4,1,2,1,3
31620,31.12,-83.43,248,1,,5,14,29,25,36,8,9,14
31622,31.38,-83.19,21,,,,2,2,1,3,1,5,2
31623,31.07,-82.64,1,,,,,,,,,,
31624,31.3,-82.73,1,,,,,,,,,,
31625,30.99,-83.53,5,1,,,1,,,1,,,
31626,30.78,-83.8,35,3,,1,3,3,1,5,1,,2
31627,31.04,-83.39,3,,,,,,1,,,,
31629,30.82,-83.69,7,,,,,,,1,,2,2
31630,30.95,-82.88,3,,,1,,,,,,,1
31631,30.71,-82.77,6,3,,,,,,,1,1,
31632,30.99,-83.36,140,2,,3,24,18,3,18,4,5,4
31634,31.04,-82.77,117,7,,4,7,12,8,17,1,5,3
31635,31.1,-83.05,82,3,,1,7,11,4,11,3,2,1
31636,30.73,-83.11,164,5,,3,16,8,7,11,8,8,9
31637,31.3,-83.44,32,3,,,2,1,,1,,4,3
31638,30.91,-83.51,7,1,,,,,,1,,,
31639,31.22,-83.19,187,2,1,7,10,21,9,34,6,8,4
31641,30.92,-83.09,11,,,1,5,1,1,,,,
31642,31.26,-82.88,63,3,1,1,3,4,3,10,1,2,4
31643,30.77,-83.56,153,4,,11,11,15,5,21,5,7,
31645,31.06,-83.22,26,,,1,5,3,1,1,2,1,1
31647,31.21,-83.43,27,,1,,3,6,4,1,,1,2
31648,30.71,-83.02,11,,,,1,2,,1,1,,
31649,30.96,-83,5,,,,1,1,,,,1,1
31650,31.4,-83.03,26,1,1,,1,1,7,1,,3,1
31698,30.85,-83.29,18,,,,,,,,,,
31699,30.97,-83.21,35,,,,1,2,,12,,2,3
31701,31.55,-84.16,750,1,,22,34,131,19,145,30,45,13
31705,31.52,-84.04,435,3,1,6,23,32,14,55,11,34,29
31707,31.59,-84.21,980,4,,28,51,118,23,180,63,42,22
31709,32.06,-84.12,461,8,,12,16,73,14,68,15,21,10
31711,32.19,-84.13,5,,,,,1,,,,,1
