zcta,HouseCount,HouseMedianIncome,IncomeUnder25K,IncomeOver100K,JobCount,JobsAgriculture,JobsArtsRec,JobsAutomotive,JobsConstruction,JobsHealthcare,JobsManufacturing,JobsRetail,latitude,longitude
27845,958,36856,33.5,15.5,38,1,4,,2,3,,,36.37,-77.44
27846,1290,45227,28.6,9.6,39,4,,,3,6,3,,35.76,-76.9
27847,329,20750,53.2,3.9,6,,,,,2,,,36.18,-77.19
27849,595,37418,26.8,12.3,25,1,,,1,2,2,,36.08,-77.22
27850,3190,40401,31.5,12.7,128,5,3,,21,8,1,,36.41,-77.88
27851,1932,47162,20.3,13.1,36,1,2,,6,,4,,35.64,-78.03
27852,1209,41652,24.6,13.3,31,,,,6,1,,,35.75,-77.64
27853,133,46010,33.9,32.0,5,1,,,1,,,,36.51,-77.29
27855,2308,29781,43.3,8.3,92,1,2,,9,10,2,,36.42,-77.07
27856,6507,50807,26.0,20.1,262,4,2,,28,21,13,,36.01,-77.98
27857,410,31992,31.9,13.9,13,,,,3,,,,35.97,-77.29
27858,22406,44806,31.3,15.9,1291,4,18,,92,141,14,,35.53,-77.28
27860,691,36493,40.3,15.8,48,7,,,8,1,5,,35.65,-76.68
27861,28,19167,60.7,56,,,,,,,,,35.81,-77.32
27862,310,33636,29.7,17.3,15,,,,4,1,1,,36.49,-77.19
27863,4770,55673,15.5,14.3,100,1,1,,19,8,7,,35.49,-77.97
27864,1960,38682,29.0,10.1,61,,1,,5,6,4,,35.81,-77.65
27865,845,63125,20.1,27.6,30,7,,,4,1,1,,35.63,-76.91
27866,373,34792,39.7,18.5,9,,,,3,1,2,,36.52,-77.51
27897,800,35067,47.7,8.3,20,,1,,2,4,,,36.32,-77.21
27856,6507,50807,26.0,20.1,262,4,2,,28,21,13,,36.01,-77.98
27869,945,28531,48.3,8.4,42,1,,,3,6,,,36.27,-77.31
27870,10660,34889,36.1,12.0,572,4,7,,30,80,9,,36.42,-77.72
27871,1866,35552,36.7,7.3,50,1,,,1,6,3,,35.8,-77.26
27872,207,19583,58.0,2.1,7,,,,1,,,,36.19,-77.25
27873,157,47813,38.1,23.1,7,,,,1,,1,,35.65,-77.78
27874,1757,32123,39.5,15.4,82,3,3,,3,6,8,,36.13,-77.39
27875,284,-,52.5,10.8,1,,,,,,1,,35.46,-76.5
27876,681,30474,38.9,5.8,18,1,,,3,,2,,36.47,-77.39
27862,310,33636,29.7,17.3,15,,,,4,1,1,,36.49,-77.19
27878,818,24893,50.4,9.2,32,,,,4,,2,,35.87,-77.83
27879,117,52188,29.1,19.6,9,,,,2,1,1,,35.57,-77.28
27880,1151,65481,21.7,26.3,45,1,,,10,1,6,,35.73,-78.08
27881,32,-,43.8,52.4,1,,,,,,,,35.98,-77.44
27882,2858,40364,31.0,14.1,97,1,2,1,17,8,11,,35.94,-78.12
27883,1361,42957,33.5,13.9,31,,,,7,1,3,,35.6,-77.8
27884,445,61681,23.4,27.0,17,3,,,3,,1,,35.7,-77.27
27885,374,-,20.0,20.6,17,,,,1,2,1,,35.39,-76.29
27886,8386,34938,34.3,9.4,370,2,3,,30,50,20,,35.9,-77.51
27839,1187,31225,36.9,8.1,47,,,,6,5,3,,36.28,-77.56
27888,909,35343,37.5,7.9,13,,,,5,,1,,35.59,-77.72
27889,10860,38407,33.1,13.4,761,4,13,1,67,100,37,,35.59,-77
27890,997,30080,46.9,8.8,63,1,1,,2,10,6,,36.41,-77.59
27891,2063,41205,36.0,9.3,39,,1,,7,4,1,,36.1,-77.74
27892,5807,36262,33.0,9.7,329,9,4,,25,53,8,,35.81,-77.05
27893,15340,34626,36.5,6.4,1056,3,15,,74,150,59,,35.69,-77.9
27893,15340,34626,36.5,6.4,1056,3,15,,74,150,59,,35.69,-77.9
27893,15340,34626,36.5,6.4,1056,3,15,,74,150,59,,35.69,-77.9
27896,8244,62676,15.8,23.1,466,2,5,,42,55,7,,35.79,-77.98
27897,800,35067,47.7,8.3,20,,1,,2,4,,,36.32,-77.21
27909,14646,47274,27.8,15.2,919,3,8,,71,128,23,,36.29,-76.27
27909,14646,47274,27.8,15.2,919,3,8,,71,128,23,,36.29,-76.27
27909,14646,47274,27.8,15.2,919,3,8,,71,128,23,,36.29,-76.27
27910,4632,36240,35.4,10.9,310,3,2,,14,65,8,,36.29,-76.99
27915,453,37639,14.2,12.9,61,,,,4,1,2,,35.37,-75.5
27916,381,66406,13.4,23.9,4,,,,2,,,,36.32,-75.92
27917,334,31250,23.4,12.0,22,,,,1,3,,,36.36,-76
27919,503,-,39.1,22.4,16,,,,5,,,,36.31,-76.5
27920,533,31914,30.2,15.1,96,,2,,17,4,,,35.26,-75.55
27921,1857,67418,17.2,25.6,72,,,,17,4,1,,36.35,-76.19
27922,391,40547,43.5,7.3,25,,,,,1,6,,36.32,-76.84
27923,256,46250,24.2,28.3,25,,1,,2,1,,,36.4,-75.93
27924,1297,31880,36.4,16.2,31,1,,,1,,,,36.17,-76.83
27925,1432,34796,38.6,5.9,75,,1,,7,5,4,,35.86,-76.19
27926,578,54483,21.2,25.9,11,,,,,1,,,36.51,-76.6
27927,384,68125,16.4,22.0,156,,7,,7,2,1,,36.34,-75.85
27928,830,35000,35.1,7.5,28,1,,,4,2,1,,35.82,-76.44
27929,662,74167,14.1,29.0,27,,,,5,3,,,36.43,-75.99
27944,5215,44468,27.8,14.0,174,2,,1,23,9,5,,36.17,-76.42
27932,5014,41162,32.5,11.9,327,6,8,,32,53,12,,36.1,-76.61
27935,637,63914,15.1,22.4,14,,,,1,3,,,36.43,-76.87
27936,426,37813,35.0,5.3,39,,3,,8,2,,,35.24,-75.56
27937,1628,54217,26.8,19.9,16,,,,3,2,,,36.5,-76.78
27938,577,43427,25.7,14.1,42,4,,,4,6,3,,36.38,-76.72
27939,888,55357,28.5,16.8,49,,3,,5,4,,,36.24,-75.84
27941,243,59861,9.4,30.1,32,,1,,15,1,2,,36.1,-75.82
27942,336,39079,18.8,14.6,3,,,,,,,,36.3,-76.75
27943,211,80260,4.3,21.3,62,,6,,4,1,1,,35.21,-75.71
27944,5215,44468,27.8,14.0,174,2,,1,23,9,5,,36.17,-76.42
27946,441,52898,9.7,23.4,15,,,,2,1,,,36.36,-76.6
27947,556,55625,14.9,30.3,31,1,,,8,2,,,36.22,-75.89
27948,4713,55700,16.7,16.7,422,2,14,,77,13,8,,36.02,-75.69
27949,3208,73731,7.7,29.8,515,,4,,85,25,4,,36.11,-75.76
27950,805,59071,11.8,13.8,9,,1,,1,,,,36.51,-76
27953,421,44188,24.1,20.2,12,1,,,3,,2,,35.78,-75.88
27954,3000,50110,16.4,17.2,228,3,11,,24,13,1,,35.91,-75.68
27956,165,-,0,53.6,5,,,,1,,,,36.4,-76
27957,594,42222,30.2,19.8,23,1,1,,2,,2,,36.07,-76.76
27958,3796,82843,12.2,36.4,139,,,,15,7,2,,36.48,-76.14
27959,1298,56719,13.9,23.8,336,,13,,15,33,5,,35.89,-75.61
27960,121,59904,30.6,23.3,84,,5,,9,2,,,35.07,-76
27962,3106,35601,40.6,6.8,174,3,2,,4,30,10,,35.79,-76.74
27964,287,61250,13.2,28.1,39,,,,10,3,3,,36.08,-75.81
27965,272,41250,11.8,12.7,11,,2,,2,,1,,36.29,-75.93
27966,364,39516,30.2,22.7,63,,4,,18,,2,,36.15,-75.8
27967,114,28750,40.3,28.2,5,1,,,,,,,36.23,-76.9
27968,92,49375,0,29,27,,2,,,,,,35.73,-75.51
27935,637,63914,15.1,22.4,14,,,,1,3,,,36.43,-76.87
27970,1320,29590,41.2,5.9,26,6,,,1,1,1,,35.84,-76.65
27972,98,-,9.2,76.5,10,,,,2,,,,35.55,-75.47
27973,513,51645,12.6,13.7,18,,,,2,,,,36.37,-76.06
27974,468,41786,23.3,24.1,13,,,,3,3,,,36.24,-75.99
27976,1314,76250,9.1,24.3,31,5,,,4,,,,36.51,-76.39
27978,93,43295,45.2,45.9,3,,,,,,,,35.73,-75.74
27979,632,50721,18.8,15.3,32,2,1,,2,,,,36.44,-76.56
27980,844,45152,17.4,17.9,20,2,,,3,1,,,36.25,-76.62
27981,678,46813,20.3,11.4,54,1,,,7,3,10,,35.85,-75.64
27982,40,-,22.5,46.9,15,,,,,1,,,35.57,-75.47
27983,3551,27713,45.4,7.4,173,10,4,,7,34,2,,35.97,-76.92
27985,155,25179,49.7,11.5,7,1,,,1,2,,,36.21,-76.46
27986,532,32778,41.0,16.8,26,,,,1,3,2,,36.39,-76.92
28001,10649,44270,29.8,13.2,731,3,12,,43,131,39,,35.34,-80.21
28001,10649,44270,29.8,13.2,731,3,12,,43,131,39,,35.34,-80.21
28006,432,36429,32.0,18.6,15,,,,3,1,1,,35.41,-81.09
28007,259,35809,23.9,7.1,9,1,,,,2,1,,35.1,-80.11
28009,572,32788,38.4,17.4,10,,1,,,1,,,35.41,-80.11
28677,12912,42090,29.2,12.2,935,1,12,2,76,137,78,,35.74,-80.93
28012,8667,61548,19.7,23.7,516,,11,,38,53,23,,35.21,-81.04
28016,4829,39163,34.0,9.5,147,,,,21,7,24,,35.31,-81.28
28017,0,-,0,0,45,,,,1,3,3,,35.25,-81.67
28018,2050,36193,36.8,9.4,56,3,,,10,3,3,,35.49,-81.8
28019,0,-,0,0,7,,,,,,2,,35.28,-81.79
28020,817,44844,28.7,9.9,23,,1,,3,1,2,,35.52,-81.64
28021,5270,44827,25.9,13.2,206,,2,,25,18,12,,35.4,-81.4
28023,5609,50123,25.2,18.0,207,1,5,,25,10,9,,35.57,-80.6
28076,194,25946,42.8,15.4,22,,,,2,1,1,,35.26,-81.79
28025,19907,52106,19.7,15.8,1209,,18,1,148,160,48,,35.38,-80.52
28025,19907,52106,19.7,15.8,1209,,18,1,148,160,48,,35.38,-80.52
28027,22089,67274,12.6,26.0,1616,1,43,,174,92,60,,35.41,-80.69
28031,11636,86027,13.3,31.9,1081,,37,,97,85,32,,35.47,-80.9
28032,1177,55375,21.7,19.3,42,,1,,3,2,,,35.23,-81.08
28033,1251,50975,11.0,17.4,22,,,,6,1,1,,35.42,-81.33
28034,6307,44495,29.3,12.5,240,,1,,26,14,26,,35.35,-81.18
28036,5793,114641,10.9,35.2,464,,14,,35,50,9,,35.48,-80.79
28036,5793,114641,10.9,35.2,464,,14,,35,50,9,,35.48,-80.79
28037,7868,70968,13.7,25.7,697,,16,,106,55,45,,35.5,-81.02
28073,2022,41579,32.5,10.8,54,,,,8,2,4,,35.2,-81.48
28039,25,21964,56,59.3,5,,,,,1,2,,35.68,-80.44
28040,3169,39317,28.6,7.3,52,,,,13,2,5,,35.39,-81.76
28146,10636,51029,23.0,14.3,355,1,5,1,48,16,21,,35.62,-80.39
28090,3410,33013,37.8,8.4,96,,,,12,6,7,,35.45,-81.56
28043,8297,33662,40.0,6.7,508,1,6,,41,58,24,,35.31,-81.87
28052,12449,34195,37.6,8.8,771,,4,1,61,55,72,,35.21,-81.23
28052,12449,34195,37.6,8.8,771,,4,1,61,55,72,,35.21,-81.23
28054,15000,41319,29.7,10.5,1051,,6,1,41,230,48,,35.26,-81.15
28054,15000,41319,29.7,10.5,1051,,6,1,41,230,48,,35.26,-81.15
28056,12402,61134,18.1,22.8,508,2,14,,62,34,23,,35.22,-81.13
28078,21600,92707,9.5,35.1,1564,,50,,114,181,26,,35.41,-80.86
28071,1172,44167,28.6,12.8,32,2,,,5,1,4,,35.52,-80.32
28072,463,48304,18.1,9.1,37,,,,3,1,4,,35.61,-80.45
28073,2022,41579,32.5,10.8,54,,,,8,2,4,,35.2,-81.48
28139,8069,43007,27.8,11.4,359,10,7,,48,41,21,,35.35,-81.99
28075,6003,89798,9.8,38.5,419,,13,,53,37,17,,35.3,-80.64
28076,194,25946,42.8,15.4,22,,,,2,1,1,,35.26,-81.79
28077,203,22292,58.1,20.7,6,,1,,,,,,35.4,-81.2
28078,21600,92707,9.5,35.1,1564,,50,,114,181,26,,35.41,-80.86
28079,12063,74925,10.0,28.1,838,,14,2,169,55,33,,35.11,-80.6
28080,2921,48962,30.7,19.6,62,2,,,21,1,4,,35.46,-81.11
28081,9704,48777,21.9,16.1,315,,6,,43,25,7,,35.5,-80.67
28083,9207,45503,24.7,11.1,451,,6,,28,40,13,,35.49,-80.58
28083,9207,45503,24.7,11.1,451,,6,,28,40,13,,35.49,-80.58
28086,10132,41128,32.4,9.5,473,,5,1,40,49,49,,35.24,-81.38
28088,1030,53828,15.1,23.2,55,,,,11,5,6,,35.54,-80.61
28089,24,33333,37.5,60.5,5,,,,,,1,,35.32,-81.66
28090,3410,33013,37.8,8.4,96,,,,12,6,7,,35.45,-81.56
28091,977,40587,31.3,15.0,22,6,,,2,,1,,34.99,-79.93
28092,15180,45358,28.7,13.8,730,5,6,,74,89,53,,35.49,-81.25
28092,15180,45358,28.7,13.8,730,5,6,,74,89,53,,35.49,-81.25
28097,2387,53118,20.7,18.6,155,1,3,,25,11,5,,35.3,-80.39
28098,1327,49391,24.5,16.0,71,,1,,12,2,2,,35.27,-81.1
28101,280,53929,20.7,27.7,18,,,,2,4,1,,35.26,-81.08
28102,28,35833,28.6,66.7,,,,,,,,,34.81,-79.98
28103,3896,56108,19.3,14.9,188,2,3,,42,12,12,,35,-80.35
28104,10315,101439,8.0,35.0,711,,17,,117,29,33,,35.06,-80.69
28105,17053,71921,11.4,26.2,1467,1,32,,127,172,32,,35.12,-80.71
28105,17053,71921,11.4,26.2,1467,1,32,,127,172,32,,35.12,-80.71
28107,2791,54801,18.8,19.7,180,2,1,,54,6,9,,35.25,-80.52
28108,33,61917,0,51.6,15,,2,,1,,1,,34.93,-80.68
28109,65,39250,23.1,23.7,7,,,,,1,,,35.5,-80.29
28110,18212,56250,18.6,19.4,1270,2,10,,199,68,99,,35.07,-80.51
28112,9315,49993,24.3,15.7,530,1,6,,64,96,36,,34.89,-80.55
28112,9315,49993,24.3,15.7,530,1,6,,64,96,36,,34.89,-80.55
28114,2882,37298,32.0,9.0,61,,1,,10,2,5,,35.23,-81.75
28115,12975,60256,17.3,22.8,897,6,39,2,126,60,70,,35.58,-80.77
28117,14591,85376,11.5,30.2,1703,3,66,1,159,197,50,,35.57,-80.9
28117,14591,85376,11.5,30.2,1703,3,66,1,159,197,50,,35.57,-80.9
28119,1203,30650,39.5,5.9,8,,,,,,,,34.85,-80.02
28120,7819,53423,20.6,18.8,293,,3,1,53,20,22,,35.33,-81.03
28120,7819,53423,20.6,18.8,293,,3,1,53,20,22,,35.33,-81.03
28115,12975,60256,17.3,22.8,897,6,39,2,126,60,70,,35.58,-80.77
28124,2329,58460,20.1,24.3,120,3,4,,30,7,3,,35.4,-80.41
28125,887,57399,18.6,22.3,45,,1,,19,2,6,,35.66,-80.7
28213,15353,42265,26.7,14.1,749,,8,,80,70,27,,35.29,-80.74
28127,2879,45491,20.6,20.2,69,4,2,,8,3,8,,35.47,-80.19
28128,3003,42526,24.9,14.4,114,,3,,23,8,8,,35.21,-80.15
28129,2269,46975,22.6,14.2,108,6,1,,23,5,15,,35.23,-80.33
28214,13849,57492,16.3,19.3,511,,5,1,79,22,23,,35.28,-80.97
28133,900,49444,21.5,18.6,36,4,,,9,1,2,,35.05,-80.33
28134,4400,60760,22.5,23.1,640,,12,,58,23,27,,35.09,-80.89
28135,1660,43872,31.0,9.3,50,4,,,12,3,4,,35.03,-80.22
28150,10927,36485,34.5,12.8,760,1,5,,43,136,38,,35.34,-81.58
28137,1107,46350,19.8,14.4,64,,1,,9,3,3,,35.5,-80.29
28138,3746,48849,21.1,11.7,162,1,5,,21,7,16,,35.51,-80.44
28139,8069,43007,27.8,11.4,359,10,7,,48,41,21,,35.35,-81.99
28144,9356,36380,36.4,9.0,804,1,15,,36,136,41,,35.71,-80.46
28144,9356,36380,36.4,9.0,804,1,15,,36,136,41,,35.71,-80.46
28146,10636,51029,23.0,14.3,355,1,5,1,48,16,21,,35.62,-80.39
28147,8922,47881,25.8,16.8,461,,8,,45,40,38,,35.68,-80.56
28150,10927,36485,34.5,12.8,760,1,5,,43,136,38,,35.34,-81.58
28150,10927,36485,34.5,12.8,760,1,5,,43,136,38,,35.34,-81.58
28152,9573,42044,30.8,11.1,444,2,6,1,46,31,20,,35.24,-81.6
28159,1087,52860,25.4,6.0,46,,1,,5,4,,,35.69,-80.43
28160,1256,34205,37.0,7.8,121,1,1,,3,16,6,,35.36,-81.92
28163,1979,55154,16.8,18.6,67,1,3,,21,2,7,,35.21,-80.43
28164,5746,55682,21.7,20.2,200,1,2,,31,13,9,,35.39,-81.04
28166,3641,57488,17.5,19.8,210,,3,,34,8,20,,35.68,-80.87
28167,1071,31719,43.4,8.6,16,2,,,2,2,1,,35.51,-81.97
28168,3856,47236,23.2,9.5,101,1,1,,17,6,6,,35.55,-81.43
28169,48,21364,68.8,42.8,9,,,,,1,,,35.36,-81.43
28170,4660,37664,38.4,12.4,260,11,3,,15,38,12,,35,-80.1
28173,16737,106688,8.5,35.4,854,6,7,,133,56,21,,34.92,-80.73
28174,2923,47392,24.6,13.0,90,1,1,,21,4,3,,34.97,-80.44
28280,0,-,0,0,46,,1,,1,2,1,,35.23,-80.84
28202,6442,87857,17.1,32.5,1422,,32,,27,67,11,,35.23,-80.84
28203,7746,79861,17.8,26.0,1262,1,26,1,82,101,36,,35.21,-80.86
28204,3163,58698,24.4,22.8,896,,13,,35,126,8,,35.21,-80.83
28205,19544,45202,27.0,17.8,1234,,23,,129,111,39,,35.22,-80.79
28206,4695,28528,46.4,4.0,682,,7,,56,24,68,,35.26,-80.82
28207,3819,131164,12.7,25.1,438,,13,,13,108,3,,35.19,-80.82
28208,13762,31264,40.0,7.4,1220,,12,1,84,81,62,,35.23,-80.91
28209,10336,70098,14.7,25.4,1018,,20,,49,92,18,,35.18,-80.85
28210,20658,64490,16.1,23.7,1265,1,24,,63,177,17,,35.13,-80.86
28211,12487,77369,18.6,23.4,1298,,16,,55,192,7,,35.17,-80.8
28212,15714,36897,31.3,7.8,591,,7,,50,71,7,,35.19,-80.74
28213,15353,42265,26.7,14.1,749,,8,,80,70,27,,35.29,-80.74
28214,13849,57492,16.3,19.3,511,,5,1,79,22,23,,35.28,-80.97
28215,20485,48515,23.3,14.0,544,,7,,96,70,7,,35.24,-80.69
28216,19283,49440,21.6,16.1,997,,18,,106,67,29,,35.31,-80.89
28217,10316,45259,25.0,12.5,1910,,15,,148,68,56,,35.17,-80.91
28205,19544,45202,27.0,17.8,1234,,23,,129,111,39,,35.22,-80.79
28208,13762,31264,40.0,7.4,1220,,12,1,84,81,62,,35.23,-80.91
28209,10336,70098,14.7,25.4,1018,,20,,49,92,18,,35.18,-80.85
28269,29239,63097,13.3,20.9,1355,,25,1,127,95,37,,35.34,-80.8
28211,12487,77369,18.6,23.4,1298,,16,,55,192,7,,35.17,-80.8
28213,15353,42265,26.7,14.1,749,,8,,80,70,27,,35.29,-80.74
28217,10316,45259,25.0,12.5,1910,,15,,148,68,56,,35.17,-80.91
28226,15873,84247,11.0,29.3,1248,,28,,70,173,6,,35.1,-80.82
28227,19810,54928,18.0,18.7,1057,,16,,188,76,18,,35.19,-80.65
28208,13762,31264,40.0,7.4,1220,,12,1,84,81,62,,35.23,-80.91
28212,15714,36897,31.3,7.8,591,,7,,50,71,7,,35.19,-80.74
28204,3163,58698,24.4,22.8,896,,13,,35,126,8,,35.21,-80.83
28204,3163,58698,24.4,22.8,896,,13,,35,126,8,,35.21,-80.83
28204,3163,58698,24.4,22.8,896,,13,,35,126,8,,35.21,-80.83
28204,3163,58698,24.4,22.8,896,,13,,35,126,8,,35.21,-80.83
28204,3163,58698,24.4,22.8,896,,13,,35,126,8,,35.21,-80.83
28204,3163,58698,24.4,22.8,896,,13,,35,126,8,,35.21,-80.83
28204,3163,58698,24.4,22.8,896,,13,,35,126,8,,35.21,-80.83
28204,3163,58698,24.4,22.8,896,,13,,35,126,8,,35.21,-80.83
28278,8811,82380,8.1,33.4,411,,6,,48,23,15,,35.13,-81.01
28202,6442,87857,17.1,32.5,1422,,32,,27,67,11,,35.23,-80.84
28208,13762,31264,40.0,7.4,1220,,12,1,84,81,62,,35.23,-80.91
28244,0,-,0,0,64,,,,,1,,,35.22,-80.84
28202,6442,87857,17.1,32.5,1422,,32,,27,67,11,,35.23,-80.84
28226,15873,84247,11.0,29.3,1248,,28,,70,173,6,,35.1,-80.82
28269,29239,63097,13.3,20.9,1355,,25,1,127,95,37,,35.34,-80.8
28208,13762,31264,40.0,7.4,1220,,12,1,84,81,62,,35.23,-80.91
28204,3163,58698,24.4,22.8,896,,13,,35,126,8,,35.21,-80.83
28213,15353,42265,26.7,14.1,749,,8,,80,70,27,,35.29,-80.74
28208,13762,31264,40.0,7.4,1220,,12,1,84,81,62,,35.23,-80.91
28208,13762,31264,40.0,7.4,1220,,12,1,84,81,62,,35.23,-80.91
28262,15338,51228,21.7,14.2,1115,,15,1,39,178,13,,35.32,-80.74
28202,6442,87857,17.1,32.5,1422,,32,,27,67,11,,35.23,-80.84
28208,13762,31264,40.0,7.4,1220,,12,1,84,81,62,,35.23,-80.91
28208,13762,31264,40.0,7.4,1220,,12,1,84,81,62,,35.23,-80.91
28269,29239,63097,13.3,20.9,1355,,25,1,127,95,37,,35.34,-80.8
28270,12828,93019,9.4,30.6,668,1,18,,61,48,7,,35.11,-80.76
28277,26012,101490,7.9,33.9,2329,2,46,,120,219,11,,35.05,-80.82
28208,13762,31264,40.0,7.4,1220,,12,1,84,81,62,,35.23,-80.91
28273,13780,63031,13.4,20.9,1565,1,16,,144,74,105,,35.13,-80.95
28207,3819,131164,12.7,25.1,438,,13,,13,108,3,,35.19,-80.82
28208,13762,31264,40.0,7.4,1220,,12,1,84,81,62,,35.23,-80.91
28277,26012,101490,7.9,33.9,2329,2,46,,120,219,11,,35.05,-80.82
28278,8811,82380,8.1,33.4,411,,6,,48,23,15,,35.13,-81.01
28280,0,-,0,0,46,,1,,1,2,1,,35.23,-80.84
28202,6442,87857,17.1,32.5,1422,,32,,27,67,11,,35.23,-80.84
28282,0,-,0,0,18,,1,,,,,,35.22,-80.85
28202,6442,87857,17.1,32.5,1422,,32,,27,67,11,,35.23,-80.84
28202,6442,87857,17.1,32.5,1422,,32,,27,67,11,,35.23,-80.84
28210,20658,64490,16.1,23.7,1265,1,24,,63,177,17,,35.13,-80.86
28202,6442,87857,17.1,32.5,1422,,32,,27,67,11,,35.23,-80.84
28208,13762,31264,40.0,7.4,1220,,12,1,84,81,62,,35.23,-80.91
28208,13762,31264,40.0,7.4,1220,,12,1,84,81,62,,35.23,-80.91
28208,13762,31264,40.0,7.4,1220,,12,1,84,81,62,,35.23,-80.91
28216,19283,49440,21.6,16.1,997,,18,,106,67,29,,35.31,-80.89
28205,19544,45202,27.0,17.8,1234,,23,,129,111,39,,35.22,-80.79
28301,7010,24396,51.0,5.6,753,,13,,44,90,22,,35.07,-78.88
28301,7010,24396,51.0,5.6,753,,13,,44,90,22,,35.07,-78.88
28303,13000,39844,28.5,11.0,1096,1,22,,43,118,15,,35.09,-78.96
28304,14389,47979,24.6,14.4,766,,7,,41,227,3,,35.03,-78.99
28305,2870,47849,29.5,15.8,275,,3,,21,51,7,,35.05,-78.91
28306,15048,48095,26.0,17.7,612,1,6,,85,55,15,,34.96,-78.9
28307,4860,41756,17.5,6.8,94,1,,,2,2,,,35.14,-78.98
28308,22,116944,0,145.0,13,,1,,1,,,,35.17,-79.02
28314,23082,45938,22.5,11.8,541,1,4,,25,71,5,,35.05,-79.03
28310,0,-,0,0,90,,1,,1,2,,,35.16,-79.04
28311,14587,47305,24.9,14.0,375,1,7,,26,45,3,,35.17,-78.89
28312,7248,42901,31.5,15.8,233,1,4,,40,22,9,,34.95,-78.74
28314,23082,45938,22.5,11.8,541,1,4,,25,71,5,,35.05,-79.03
28315,4885,49591,24.9,8.7,403,,6,,39,34,20,,35.12,-79.43
28318,1766,46629,19.6,12.0,29,,1,,9,,1,,35.02,-78.61
28369,1100,28958,43.7,6.9,18,,,,3,6,2,,34.42,-79.03
28320,3962,37810,38.9,9.5,89,1,1,,14,7,4,,34.56,-78.77
28323,1344,52756,22.4,16.6,23,,1,,8,,,,35.31,-78.83
28325,194,41500,24.2,24.1,11,,,,1,1,,,35.15,-78.1
28326,7105,58237,19.5,19.8,107,,2,,12,15,3,,35.27,-79.15
28327,5951,51491,25.8,18.0,235,2,1,,33,18,3,,35.35,-79.42
28328,10092,34521,36.3,8.8,595,2,8,,31,88,28,,35,-78.34
28328,10092,34521,36.3,8.8,595,2,8,,31,88,28,,35,-78.34
28330,148,-,8.8,19.6,7,,,,2,1,2,,34.91,-79.82
28306,15048,48095,26.0,17.7,612,1,6,,85,55,15,,34.96,-78.9
28332,97,31806,34.1,43.3,19,,,,2,2,2,,34.66,-78.74
28333,3834,31068,37.0,6.2,62,1,2,,12,6,5,,35.29,-78.02
28334,9763,36840,34.6,9.4,644,7,7,4,53,66,31,,35.27,-78.57
28334,9763,36840,34.6,9.4,644,7,7,4,53,66,31,,35.27,-78.57
28337,4344,31547,39.3,8.3,288,14,4,,12,31,15,,34.66,-78.56
28338,1851,36645,35.5,13.7,47,6,1,,4,2,3,,35.11,-79.76
28339,2838,38464,27.7,7.0,88,,,,9,13,1,,35.31,-78.73
28340,3959,28941,43.7,4.5,115,1,2,,6,17,6,,34.47,-79.13
28341,1467,37204,33.8,11.5,58,1,1,,7,7,3,,35.12,-78.17
28342,79,45469,7.6,15.3,14,,,,2,3,1,,35.19,-78.65
28343,513,33713,43.3,11.4,4,,,,,,,,34.76,-79.56
28344,1137,42372,20.6,13.4,17,,,,6,,1,,35.16,-78.62
28345,4867,32805,39.9,7.4,169,3,,,9,27,15,,34.87,-79.67
28347,532,26993,38.9,5.2,13,,,,,1,,,35.06,-79.63
28348,12373,52856,23.6,15.9,343,,5,,44,33,9,,34.91,-78.93
28349,1220,37169,27.4,17.2,88,,1,,3,24,3,,34.98,-77.93
28350,70,-,24.3,110.8,4,,,,,1,,,35.24,-79.31
28351,1782,35690,35.3,6.8,46,,2,,2,6,3,,34.85,-79.56
28352,9494,31069,43.1,9.0,497,1,5,,21,88,20,,34.77,-79.45
28352,9494,31069,43.1,9.0,497,1,5,,21,88,20,,34.77,-79.45
27332,11103,55842,19.2,16.8,364,1,10,,45,26,20,,35.38,-79.14
28356,1900,60116,22.5,18.0,36,1,,,10,,,,35.24,-78.79
28357,983,30869,40.5,9.2,36,2,1,,8,3,1,,34.9,-79.08
28358,13472,35275,37.4,10.0,879,5,8,,44,143,32,,34.61,-78.93
28358,13472,35275,37.4,10.0,879,5,8,,44,143,32,,34.61,-78.93
28360,4852,39370,32.9,9.4,118,1,,,20,11,3,,34.67,-79.07
28340,3959,28941,43.7,4.5,115,1,2,,6,17,6,,34.47,-79.13
28363,498,39353,22.2,18.1,8,,1,,1,1,,,34.96,-79.55
28364,5122,30407,43.0,7.8,105,3,,,19,12,7,,34.71,-79.32
28365,6022,42476,29.8,10.8,274,8,3,,28,27,5,,35.17,-78.05
28366,2119,36053,34.5,9.3,75,1,1,,16,5,2,,35.23,-78.36
28367,18,35625,44.5,69.9,1,,,,,,,,35.17,-79.73
27332,11103,55842,19.2,16.8,364,1,10,,45,26,20,,35.38,-79.14
28369,1100,28958,43.7,6.9,18,,,,3,6,2,,34.42,-79.03
28374,7667,83023,8.0,31.1,402,,8,,20,93,6,,35.2,-79.46
28371,2372,49677,26.8,16.2,36,,,,9,4,1,,34.9,-78.98
28372,4588,28271,44.6,9.3,210,1,2,,11,47,3,,34.7,-79.18
28373,1015,44225,27.0,10.9,38,,1,,7,2,3,,35.09,-79.49
28374,7667,83023,8.0,31.1,402,,8,,20,93,6,,35.2,-79.46
28375,41,42708,24.4,46.3,2,1,,,,,,,34.48,-79.04
