zcta,HouseCount,HouseMedianIncome,IncomeUnder25K,IncomeOver100K,JobCount,JobsAgriculture,JobsArtsRec,JobsAutomotive,JobsConstruction,JobsHealthcare,JobsManufacturing,JobsRetail,latitude,longitude
28376,14364,47737,24.2,14.1,386,1,9,,28,67,11,,34.99,-79.24
28377,4338,26721,46.1,5.1,145,,1,,9,15,4,,34.83,-79.21
28357,983,30869,40.5,9.2,36,2,1,,8,3,1,,34.9,-79.08
28379,10568,33904,40.6,9.8,556,6,5,,44,60,15,,34.93,-79.78
28379,10568,33904,40.6,9.8,556,6,5,,44,60,15,,34.93,-79.78
28382,2719,41415,28.7,12.7,86,,1,,7,13,2,,34.97,-78.52
28383,2959,33707,39.0,8.0,47,1,,,4,5,3,,34.58,-79.26
28384,4114,32652,35.6,6.4,139,,4,,13,15,4,,34.8,-78.96
28385,992,30000,42.7,6.1,36,,2,,4,3,,,35.05,-78.48
28386,1889,30674,41.7,6.5,32,,,,10,2,,,34.85,-79.13
28387,6760,49969,25.4,22.8,688,5,17,,32,101,13,,35.18,-79.38
28387,6760,49969,25.4,22.8,688,5,17,,32,101,13,,35.18,-79.38
28390,8312,45189,24.9,14.0,304,,5,,20,26,4,,35.22,-78.96
28391,2115,49511,23.9,15.6,64,1,,,10,4,1,,35.02,-78.7
28392,682,41000,34.9,21.6,23,1,,,2,3,1,,34.74,-78.8
28393,783,41081,17.0,10.1,16,,,,1,,2,,34.98,-78.19
28394,2126,42196,23.9,23.3,82,4,1,,7,4,2,,35.22,-79.24
28395,867,51892,23.9,18.9,34,,,,6,3,2,,35.14,-78.74
28396,1066,42924,36.2,11.2,23,1,2,,1,2,2,,34.91,-79.4
28398,2796,35343,30.8,7.4,136,2,,,8,14,8,,34.99,-78.06
28399,828,31716,38.6,12.5,8,,,,,,1,,34.78,-78.7
28401,10216,31138,41.0,7.5,1291,1,20,,60,237,50,,34.27,-77.96
28401,10216,31138,41.0,7.5,1291,1,20,,60,237,50,,34.27,-77.96
28403,17517,35601,36.9,10.3,2162,1,29,,126,280,25,,34.22,-77.88
28411,14027,70564,14.1,27.2,590,,17,,107,59,4,,34.3,-77.79
28405,13545,53724,22.1,19.6,1420,,18,,167,83,58,,34.26,-77.87
28403,17517,35601,36.9,10.3,2162,1,29,,126,280,25,,34.22,-77.88
28405,13545,53724,22.1,19.6,1420,,18,,167,83,58,,34.26,-77.87
28409,12654,78878,11.8,28.8,490,,14,,118,43,4,,34.16,-77.86
28409,12654,78878,11.8,28.8,490,,14,,118,43,4,,34.16,-77.86
28412,16731,51495,24.4,16.8,754,,20,,80,81,13,,34.14,-77.93
28411,14027,70564,14.1,27.2,590,,17,,107,59,4,,34.3,-77.79
28412,16731,51495,24.4,16.8,754,,20,,80,81,13,,34.14,-77.93
28420,1436,45000,24.8,13.0,23,2,1,,7,,,,34.07,-78.48
28421,507,37989,29.8,13.3,14,,,,2,2,,,34.51,-78.17
28422,3156,44396,27.7,15.7,91,2,2,,17,12,2,,34.03,-78.19
28423,897,40848,27.8,17.8,25,4,,,5,2,1,,34.31,-78.39
28424,29,-,58.6,58.5,3,,,,,,,,34.29,-78.7
28425,3925,38241,33.0,11.2,210,,4,,16,37,17,,34.56,-77.9
28428,2813,62207,19.2,25.9,259,,5,,33,11,5,,34.05,-77.91
28429,2880,46071,26.0,13.3,151,,2,,26,3,10,,34.34,-77.9
28430,778,53317,31.4,19.3,16,1,,,2,2,1,,34.3,-78.95
28431,2878,35746,35.1,9.2,88,,,,8,12,1,,34.31,-78.84
28432,746,31172,40.3,6.5,8,,,,3,1,,,34.17,-78.76
28433,2002,30915,37.7,12.0,35,,,,7,6,4,,34.49,-78.62
28434,611,38377,35.9,11.6,7,,1,,,3,,,34.47,-78.47
28435,968,34242,41.1,16.0,19,,,,6,1,,,34.41,-78.11
28436,811,47177,23.8,13.9,39,3,,,3,6,2,,34.28,-78.27
28438,694,29545,45.8,8.1,10,,,,1,2,1,,34.41,-78.92
28439,590,36389,33.4,10.9,25,,,,2,2,2,,34.29,-79
28441,1433,28014,48.0,7.9,32,4,,,2,1,2,,34.81,-78.43
28442,708,37200,31.1,12.3,6,,,,,1,,,34.28,-78.61
28443,7690,60886,17.1,24.9,444,,13,,91,47,8,,34.45,-77.68
28444,878,42147,33.2,7.7,32,5,,,4,3,,,34.69,-78.32
28445,2868,63041,21.6,22.4,220,2,6,,27,8,6,,34.48,-77.56
28447,564,49811,17.9,11.2,10,1,,1,1,1,1,,34.62,-78.28
28448,385,25917,48.6,8.1,7,,,,2,,,,34.52,-78.36
28449,809,70521,10.3,29.6,43,,3,,4,1,,,33.98,-77.93
28450,1000,49712,28.3,21.7,40,1,1,,3,9,3,,34.32,-78.52
28451,13383,53141,23.4,17.8,493,,12,,58,45,30,,34.23,-78.09
28452,367,-,55.0,8.5,4,,,,1,,,,33.99,-78.55
28453,1280,38247,31.4,7.9,19,2,,,3,1,,,34.89,-78.08
28454,815,53558,27.1,13.7,19,1,,,6,1,1,,34.68,-77.65
28455,743,39750,36.2,27.5,11,4,,,2,,,,34.11,-78.63
28456,1548,35000,34.2,5.6,44,1,1,,7,2,5,,34.37,-78.29
28457,3702,41222,31.3,13.5,111,2,,,22,8,8,,34.45,-77.89
28458,2736,35290,40.5,9.6,80,2,1,,11,10,10,,34.81,-78.09
28470,5029,39170,32.4,12.0,380,,5,,33,35,14,,33.96,-78.4
28460,4062,59049,20.4,21.3,158,,5,,11,8,1,,34.54,-77.42
28461,8618,62524,14.3,22.8,540,,11,,62,53,7,,33.97,-78.06
28462,5437,40359,31.4,11.3,222,1,5,,42,32,4,,34.03,-78.29
28463,3566,33223,37.5,8.8,144,4,,1,13,14,6,,34.11,-78.78
28464,956,26934,45.7,6.1,19,,,,2,1,2,,34.78,-78.02
28465,3403,58560,18.4,22.9,154,,4,,23,8,1,,33.91,-78.1
28466,4117,35444,36.0,8.6,224,7,1,,17,21,4,,34.74,-77.88
28467,4689,51713,17.4,15.0,160,,7,,21,9,3,,33.92,-78.59
28468,2393,53997,20.1,19.0,96,1,5,,13,6,,,33.9,-78.52
28469,2744,67945,20.2,20.7,231,,12,,40,15,2,,33.93,-78.47
28470,5029,39170,32.4,12.0,380,,5,,33,35,14,,33.96,-78.4
28472,7570,34935,37.1,10.7,545,3,6,1,30,114,14,,34.3,-78.69
28478,1829,36563,32.5,13.2,30,,,,4,3,2,,34.64,-78.04
28479,2312,49357,13.4,16.3,48,,2,,14,4,,,34.1,-78.02
28480,1211,80560,9.7,29.2,126,,8,,11,7,,,34.23,-77.8
28501,7995,29332,45.3,7.3,531,3,3,,39,97,16,,35.24,-77.51
28501,7995,29332,45.3,7.3,531,3,3,,39,97,16,,35.24,-77.51
28504,8729,47275,26.1,13.1,462,3,10,,52,44,24,,35.22,-77.64
28504,8729,47275,26.1,13.1,462,3,10,,52,44,24,,35.22,-77.64
28508,812,39318,24.3,12.6,14,1,,,4,1,1,,35.1,-77.82
28515,913,31678,38.1,5.4,63,,1,,3,14,1,,35.18,-76.7
28510,676,53300,18.5,20.8,26,,2,,3,,1,,34.99,-76.8
28511,291,40096,36.5,9.7,4,,,,,,,,34.9,-76.35
28512,1606,63068,16.1,21.2,164,1,8,,15,5,5,,34.71,-76.79
28513,4006,45772,27.6,15.6,164,1,4,,20,15,9,,35.44,-77.39
28515,913,31678,38.1,5.4,63,,1,,3,14,1,,35.18,-76.7
28516,5113,45247,30.9,12.8,300,1,9,,32,22,18,,34.91,-76.55
28518,3342,45747,33.8,15.2,127,,,,16,12,6,,34.89,-77.75
28519,145,51406,36.6,31.4,25,1,1,,2,1,2,,35.12,-77.03
28520,195,55958,24.1,31.2,2,,,,,,,,34.99,-76.32
28521,944,54583,22.9,15.6,19,,,,7,1,1,,34.82,-77.74
28585,1533,32917,42.1,16.2,49,3,,,5,6,2,,35.08,-77.41
28523,932,63947,17.4,24.8,14,,,,2,,2,,35.21,-77.28
28524,161,24646,54.6,36.8,9,,1,,1,,,,34.79,-76.47
28525,1075,37898,29.9,10.3,20,1,,,6,2,1,,35.13,-77.69
28526,1219,34787,35.6,5.4,25,2,,,3,2,1,,35.26,-77.37
28527,453,56563,20.1,26.3,12,3,,,2,1,,,35.26,-77.03
28528,214,43152,30.8,20.2,3,,,,,,1,,34.73,-76.54
28529,872,48214,27.5,11.6,33,1,,,3,3,2,,35.07,-76.85
28530,2779,35954,33.1,5.5,86,2,,1,20,12,4,,35.37,-77.42
28531,630,41375,29.9,14.9,19,,2,,4,,1,,34.7,-76.56
28532,8178,49542,17.8,12.3,310,,5,,11,21,6,,34.91,-76.89
28533,19,-,0,68,40,,,,1,3,,,34.9,-76.9
28537,42,-,50,45.8,4,,1,,,,,,35.24,-76.53
28538,803,37163,36.6,7.7,23,1,,,2,2,1,,35.42,-77.57
28539,5874,52590,18.8,17.5,88,,1,,20,8,6,,34.69,-77.2
28540,17572,48377,21.0,12.3,961,3,13,,95,64,15,,34.75,-77.5
28540,17572,48377,21.0,12.3,961,3,13,,95,64,15,,34.75,-77.5
28547,2135,44715,17.9,7.9,95,,,,2,3,,,34.67,-77.37
28543,1952,35037,26.4,5.0,4,,,,,,,,34.74,-77.38
28544,2256,36534,27.4,6.0,44,,1,,4,1,,,34.72,-77.31
28540,17572,48377,21.0,12.3,961,3,13,,95,64,15,,34.75,-77.5
28546,16603,46210,20.1,13.7,911,3,9,,61,145,12,,34.8,-77.36
28547,2135,44715,17.9,7.9,95,,,,2,3,,,34.67,-77.37
28551,5705,34831,32.6,11.0,151,,,1,20,18,7,,35.32,-77.78
28552,67,-,53.7,36,1,,,,,,,,35.3,-76.56
28553,155,107614,25.9,69.2,8,,,,2,,1,,34.73,-76.51
28554,86,63947,26.7,41.0,10,,1,,,1,,,35.48,-77.59
28555,1780,47672,30.4,9.4,65,4,,,10,5,1,,34.86,-77.22
28556,475,41250,12.8,13.9,10,,3,,2,,1,,35.11,-76.63
28557,6716,51620,21.3,15.4,794,1,15,,55,111,25,,34.74,-76.75
28560,11349,47118,26.4,15.4,705,9,11,,73,73,24,,35.13,-76.98
28562,16258,53733,18.6,21.0,901,5,16,,79,150,29,,35.08,-77.13
28562,16258,53733,18.6,21.0,901,5,16,,79,150,29,,35.08,-77.13
28560,11349,47118,26.4,15.4,705,9,11,,73,73,24,,35.13,-76.98
28560,11349,47118,26.4,15.4,705,9,11,,73,73,24,,35.13,-76.98
28570,9071,47286,25.7,15.1,287,,5,,65,22,9,,34.78,-76.86
28571,1230,58438,20.8,17.4,77,,3,,7,1,3,,35.07,-76.69
28572,2435,35724,29.4,13.4,92,2,1,,11,7,5,,35.03,-77.74
28573,955,38015,27.4,8.5,38,1,,,6,3,4,,34.98,-77.15
28574,6353,48354,23.1,12.0,145,,1,,22,8,1,,34.88,-77.59
28575,262,53929,19.5,21.7,11,,2,,1,,,,34.71,-76.88
28577,129,57614,12.4,29,15,,,,,3,,,34.86,-76.37
28578,2154,41146,31.4,15.5,29,3,,,6,,,,35.2,-77.86
28579,240,39688,28.0,28.4,11,,,,2,,,,34.76,-76.51
28580,4137,36655,35.1,8.2,186,1,2,,19,35,9,,35.45,-77.68
28581,116,65929,13.8,31.7,2,,,,,1,,,34.84,-76.44
28582,733,78875,6.2,36.5,16,,,,5,2,,,34.75,-77.15
28583,100,-,27,10.8,3,,,,,,,,35.14,-76.74
28584,4846,58786,18.6,23.0,369,,11,,42,27,6,,34.74,-77.08
28585,1533,32917,42.1,16.2,49,3,,,5,6,2,,35.08,-77.41
28586,3069,34505,37.3,7.8,104,9,,,15,6,5,,35.31,-77.17
28587,172,24115,59.9,8.5,1,,,,,,,,35.19,-76.66
28589,98,62604,18.4,35.8,4,,,,4,,,,34.81,-76.51
28590,9533,64147,15.6,27.6,405,1,9,,41,42,7,,35.52,-77.42
28594,1832,65541,14.2,25.2,136,,7,,17,6,1,,34.69,-76.97
28601,19993,49168,24.6,15.9,1287,,24,1,89,147,82,,35.77,-81.33
28602,11235,45244,28.6,13.3,1335,,7,,83,145,103,,35.67,-81.39
28602,11235,45244,28.6,13.3,1335,,7,,83,145,103,,35.67,-81.39
28604,3000,51139,21.1,17.1,288,1,11,,45,14,6,,36.18,-81.86
28605,1450,56439,15.2,22.8,255,,10,,17,6,7,,36.13,-81.69
28606,695,29719,37.1,9.5,16,2,1,,,1,3,,36.05,-81.32
28607,12747,36508,39.6,14.6,1070,1,22,,92,122,33,,36.22,-81.65
28607,12747,36508,39.6,14.6,1070,1,22,,92,122,33,,36.22,-81.65
28609,2311,57924,17.4,19.0,86,,1,,19,4,5,,35.67,-81.06
28610,3790,51042,18.9,13.8,137,1,,,16,8,26,,35.73,-81.14
28611,494,56774,27.8,20.6,4,,,,1,1,,,36.01,-81.74
28612,4819,36669,32.4,8.6,95,1,,,16,5,12,,35.65,-81.54
28613,8553,49950,23.9,14.9,524,,5,,42,55,80,,35.74,-81.21
28615,890,31912,42.1,7.3,7,,,,2,,2,,36.46,-81.66
28616,71,84306,1.4,78.5,13,,,,4,2,1,,36.02,-81.92
28617,976,45426,20.6,12.8,26,,,,7,1,3,,36.48,-81.36
28618,960,46324,27.7,10.4,39,2,2,,10,2,1,,36.21,-81.52
28619,610,34063,40.8,15.9,17,,,,,2,2,,35.76,-81.6
28621,4097,43733,27.9,11.0,330,1,1,,18,59,15,,36.32,-80.98
28622,892,27500,45.1,6.0,32,,,,8,1,,,36.19,-81.95
28623,717,41607,31.2,8.6,18,1,,,7,,,,36.53,-80.97
28624,597,27792,46.6,10.4,11,,,,,1,,,36.13,-81.41
28625,14638,48628,24.6,14.5,781,4,10,,94,63,61,,35.87,-80.89
28626,1141,69826,13.7,17.9,37,,1,,18,,2,,36.29,-81.52
28627,374,41154,28.3,5.0,24,,1,,11,,,,36.46,-81
28628,154,37857,18.8,24.1,14,,,,3,,1,,35.73,-81.79
28629,0,-,0,0,6,,,,1,,,,36.35,-81.37
28630,8004,47868,25.2,10.0,292,,1,,42,17,24,,35.83,-81.42
28631,330,41250,9.6,13.4,5,,,,2,,1,,36.55,-81.41
28645,18200,36905,33.0,8.1,811,1,15,,61,90,75,,35.98,-81.55
28634,1830,42171,25.1,7.8,67,,1,,7,6,6,,35.97,-80.76
28635,1576,30542,44.9,8.4,22,,,,2,1,,,36.31,-81.13
28636,1891,41896,26.3,5.9,55,,2,,7,1,6,,35.94,-81.06
28637,661,35703,34.0,6.3,77,,,,6,5,16,,35.72,-81.42
28638,4554,41354,24.3,12.0,181,,3,,12,16,20,,35.85,-81.48
28640,2066,31734,38.6,11.4,161,,3,1,11,29,2,,36.4,-81.4
28657,4207,34914,37.3,7.9,179,2,3,,25,19,6,,36.02,-81.94
28642,2428,32772,36.0,8.8,106,,1,,5,8,4,,36.22,-80.82
28643,1583,38638,32.8,7.3,21,,,,6,3,2,,36.53,-81.54
28644,479,30925,34.4,11.8,14,,,,3,,1,,36.43,-81.28
28645,18200,36905,33.0,8.1,811,1,15,,61,90,75,,35.98,-81.55
28646,224,-,25.9,7.7,41,,5,,4,5,2,,36.07,-81.85
28647,41,-,36.6,75.6,7,,,,,,,,35.94,-81.97
28649,436,-,31.9,17.2,1,,,,1,,,,36.34,-81.21
28650,4358,48534,23.9,14.3,176,1,3,,24,7,24,,35.57,-81.16
28651,2729,36352,34.4,7.0,61,5,1,,9,4,2,,36.31,-81.31
28652,0,-,0,0,1,,,,,,,,36.1,-81.99
28657,4207,34914,37.3,7.9,179,2,3,,25,19,6,,36.02,-81.94
28654,1452,44674,23.7,10.4,38,2,1,,10,2,1,,36.06,-81.16
28655,21204,41957,30.6,9.9,952,2,15,,67,131,62,,35.76,-81.75
28659,8409,29613,44.3,7.8,501,3,6,1,33,86,30,,36.14,-81.13
28657,4207,34914,37.3,7.9,179,2,3,,25,19,6,,36.02,-81.94
28658,10094,44213,23.4,13.6,479,1,10,,30,39,72,,35.64,-81.24
28659,8409,29613,44.3,7.8,501,3,6,1,33,86,30,,36.14,-81.13
28660,854,46127,16.4,14.9,28,,1,,9,1,1,,35.97,-80.86
28645,18200,36905,33.0,8.1,811,1,15,,61,90,75,,35.98,-81.55
28662,58,47159,0,38.9,9,,,,,1,1,,36.02,-81.9
28663,257,48125,15.5,37.2,4,,,,1,,1,,36.53,-81.31
28657,4207,34914,37.3,7.9,179,2,3,,25,19,6,,36.02,-81.94
28665,934,34510,33.0,13.7,14,1,,,5,1,1,,36.21,-81.38
28666,132,-,34.1,58.7,8,,,,,,2,,35.73,-81.47
28667,197,32841,36.1,19.8,7,,,,,,,,35.77,-81.43
28668,159,48125,3.8,41.7,9,,3,,4,,,,36.41,-80.99
28669,1215,32427,33.5,10.1,24,4,,,3,1,3,,36.22,-80.99
28670,1268,52500,28.0,20.3,38,1,,,9,2,4,,36.19,-80.91
28671,185,44375,23.8,19.3,28,,,,1,12,3,,35.75,-81.53
28672,0,-,0,0,,,,,,,,,36.48,-81.33
28673,2482,73454,13.7,23.7,103,1,2,,21,7,,,35.62,-81
28675,3021,34733,38.0,9.6,180,1,5,,22,27,11,,36.5,-81.14
28676,1624,43214,25.0,19.2,49,,1,,10,1,4,,36.33,-80.86
28677,12912,42090,29.2,12.2,935,1,12,2,76,137,78,,35.74,-80.93
28678,2216,42021,21.4,11.8,54,,,,12,4,4,,35.82,-81.06
28679,810,39091,20.2,13.6,42,,1,,19,1,,,36.26,-81.83
28655,21204,41957,30.6,9.9,952,2,15,,67,131,62,,35.76,-81.75
28681,9478,45697,28.7,15.0,400,1,5,1,43,38,52,,35.92,-81.22
28682,555,78179,19.2,36.7,30,,3,,5,,,,35.59,-80.97
28683,660,28269,47.7,7.5,6,,1,,1,,,,36.39,-80.91
28684,922,38636,27.9,9.9,20,3,4,,5,1,1,,36.33,-81.61
28685,751,42639,28.4,14.1,14,,1,,5,,,,36.36,-81.06
28677,12912,42090,29.2,12.2,935,1,12,2,76,137,78,,35.74,-80.93
28625,14638,48628,24.6,14.5,781,4,10,,94,63,61,,35.87,-80.89
28689,613,50179,13.4,12.7,40,1,,,6,1,3,,36.04,-80.94
28690,3540,38629,31.7,13.0,136,,3,,13,6,14,,35.73,-81.57
28679,810,39091,20.2,13.6,42,,1,,19,1,,,36.26,-81.83
28692,1572,52241,19.8,19.7,72,,1,,21,,2,,36.27,-81.81
28693,828,31902,42.1,10.7,22,1,,,5,1,,,36.47,-81.56
28694,3414,40434,29.8,13.9,237,1,2,,30,19,9,,36.37,-81.47
28697,5515,46498,24.3,16.5,392,2,4,,23,47,22,,36.13,-81.17
28698,832,47222,25.4,12.8,33,1,,,8,4,,,36.34,-81.74
28625,14638,48628,24.6,14.5,781,4,10,,94,63,61,,35.87,-80.89
28701,1505,51979,31.5,22.0,46,1,,,14,1,,,35.71,-82.64
28702,194,54196,14.9,24.9,4,,,,2,,,,35.41,-83.61
28704,8227,63559,17.8,24.0,650,,11,,78,50,54,,35.46,-82.58
28705,2891,40649,29.8,7.3,87,1,,,13,10,7,,36.04,-82.15
28707,75,-,52,33.5,5,1,,,1,,,,35.4,-83.07
28708,225,-,48.9,32.5,10,,,,1,1,1,,35.27,-82.86
28709,874,45655,23.3,11.1,22,,2,,5,1,1,,35.77,-82.38
28792,13924,43896,27.7,9.9,939,3,8,,84,97,37,,35.38,-82.37
28711,5705,43899,26.3,14.7,399,1,10,,45,37,13,,35.61,-82.29
28712,8348,42591,27.4,10.8,548,1,15,,72,67,18,,35.17,-82.77
28713,3425,34854,34.1,7.3,224,2,9,,26,21,8,,35.37,-83.5
28714,7055,38449,32.9,9.9,303,6,4,,44,32,10,,35.89,-82.3
28715,10058,50925,23.1,16.8,414,2,4,1,83,25,29,,35.51,-82.71
28716,7183,46768,26.9,16.4,247,3,3,,33,16,12,,35.44,-82.85
28717,731,45174,31.2,14.6,197,2,5,,37,10,4,,35.05,-83.09
28718,204,43929,16.7,22.5,12,,,,2,,1,,35.16,-82.63
28719,2843,34713,35.0,14.0,141,,5,,8,7,2,,35.52,-83.33
28720,47,30250,29.7,21.1,20,,,,1,,1,,35.45,-82.25
28721,4181,43843,30.8,11.9,171,,1,,30,37,7,,35.66,-82.96
28722,2952,46552,22.8,13.1,167,3,3,,28,26,6,,35.2,-82.14
28723,3326,33623,42.8,6.6,71,,4,,16,4,3,,35.16,-83.14
28792,13924,43896,27.7,9.9,939,3,8,,84,97,37,,35.38,-82.37
28725,9,-,0,143.3,25,,,,3,,,,35.37,-83.26
28726,1307,32820,40.5,8.7,59,,1,,8,3,7,,35.28,-82.42
28792,13924,43896,27.7,9.9,939,3,8,,84,97,37,,35.38,-82.37
28715,10058,50925,23.1,16.8,414,2,4,1,83,25,29,,35.51,-82.71
28729,1503,49089,10.7,17.6,62,,2,1,15,2,3,,35.32,-82.6
28730,3548,56630,15.4,22.0,189,,3,,48,8,9,,35.52,-82.38
28731,3781,51365,20.8,18.6,167,,5,,27,10,7,,35.29,-82.39
28732,7272,57298,13.9,17.9,497,1,5,1,76,31,41,,35.45,-82.45
28733,7,-,0,100,1,,,,,,,,35.43,-83.81
28734,11942,37759,30.4,9.3,763,2,9,,147,68,25,,35.19,-83.41
28735,163,27386,43.5,33.3,2,,,,1,1,,,35.48,-82.35
28736,413,41372,24.9,21.7,31,,1,,10,,,,35.18,-83.09
28752,12101,38906,30.3,9.8,557,2,5,,58,61,34,,35.71,-82.04
28786,9662,42500,29.3,12.0,693,1,6,,68,63,15,,35.46,-82.99
28739,9369,51738,22.9,17.7,410,,9,,66,68,8,,35.26,-82.54
28740,534,33678,38.1,7.7,11,1,,,4,,2,,36.09,-82.27
28741,1849,62072,22.7,18.5,267,,9,,37,13,4,,35.06,-83.21
28742,1137,60583,10.0,20.4,74,,,,17,7,2,,35.38,-82.65
28743,888,29804,40.6,15.0,51,,2,,9,4,1,,35.8,-82.88
28734,11942,37759,30.4,9.3,763,2,9,,147,68,25,,35.19,-83.41
28745,307,68359,4.6,52.3,16,,,,2,1,1,,35.53,-82.97
28746,1113,61917,20.6,25.8,75,,6,,8,3,1,,35.48,-82.16
28747,952,35288,22.9,9.2,41,1,2,,5,2,1,,35.16,-82.92
28748,4625,47693,23.1,14.7,125,,2,,39,6,5,,35.65,-82.76
28749,13,-,0,82.2,11,,1,,1,,,,35.84,-82.1
28782,3090,50191,19.4,16.4,192,,10,,19,13,9,,35.23,-82.15
28751,1718,43510,29.3,13.0,111,,4,,11,4,3,,35.51,-83.12
28752,12101,38906,30.3,9.8,557,2,5,,58,61,34,,35.71,-82.04
28753,4321,37510,33.1,10.8,148,,4,,23,16,8,,35.86,-82.71
28754,3316,44159,27.7,13.1,121,2,3,,20,11,4,,35.88,-82.52
28714,7055,38449,32.9,9.9,303,6,4,,44,32,10,,35.89,-82.3
28756,1726,48147,23.1,16.4,66,7,3,,14,4,4,,35.35,-82.19
28757,72,68571,12.5,49.4,15,,,,1,,,,35.65,-82.31
28791,6626,50456,21.3,17.6,322,,5,,36,54,10,,35.36,-82.51
28759,2899,63173,14.2,21.3,113,,3,,23,5,7,,35.38,-82.59
28792,13924,43896,27.7,9.9,939,3,8,,84,97,37,,35.38,-82.37
28761,3168,41260,22.1,9.1,67,,2,,13,13,3,,35.69,-81.91
28762,2723,32301,34.5,9.6,86,,2,,13,5,10,,35.63,-82.23
28763,1285,65559,22.1,24.6,28,,,,10,1,,,35.03,-83.47
28777,3550,43216,28.3,10.0,276,1,2,,28,28,16,,35.9,-82.07
28766,505,63092,18.2,25.2,19,,,,6,1,,,35.25,-82.62
28768,3020,50741,19.4,16.7,132,,2,,26,5,4,,35.32,-82.71
28711,5705,43899,26.3,14.7,399,1,10,,45,37,13,,35.61,-82.29
28771,3140,34767,34.4,7.4,156,2,1,,30,8,6,,35.35,-83.84
28772,524,57951,18.5,10.7,21,,1,,5,2,1,,35.12,-82.83
28773,1249,51368,17.4,16.1,70,2,2,,15,4,4,,35.27,-82.31
28774,569,58966,19.0,18.3,59,,2,,17,,1,,35.09,-82.99
28775,136,-,43.4,21.1,14,,2,,3,,,,35.02,-83.32
28704,8227,63559,17.8,24.0,650,,11,,78,50,54,,35.46,-82.58
28777,3550,43216,28.3,10.0,276,1,2,,28,28,16,,35.9,-82.07
28778,4058,43089,30.7,7.5,199,,5,,26,13,11,,35.65,-82.4
28779,7323,51769,24.8,14.1,475,2,8,,46,73,9,,35.36,-83.21
28781,413,34821,32.9,15.6,13,,1,,,,,,35.22,-83.64
28782,3090,50191,19.4,16.4,192,,10,,19,13,9,,35.23,-82.15
28783,692,30250,45.6,12.4,12,,,,7,,,,35.26,-83.01
28790,1238,61837,16.4,17.8,46,1,2,,13,,3,,35.2,-82.52
28785,3249,53341,27.1,18.4,122,,3,,28,9,5,,35.65,-83.14
28786,9662,42500,29.3,12.0,693,1,6,,68,63,15,,35.46,-82.99
28787,8411,54072,17.0,17.8,424,,7,,65,33,18,,35.74,-82.52
28779,7323,51769,24.8,14.1,475,2,8,,46,73,9,,35.36,-83.21
28789,2305,46386,30.0,11.5,83,,2,,15,2,,,35.41,-83.32
28790,1238,61837,16.4,17.8,46,1,2,,13,,3,,35.2,-82.52
28791,6626,50456,21.3,17.6,322,,5,,36,54,10,,35.36,-82.51
28792,13924,43896,27.7,9.9,939,3,8,,84,97,37,,35.38,-82.37
28739,9369,51738,22.9,17.7,410,,9,,66,68,8,,35.26,-82.54
28801,6637,34035,37.1,13.4,1632,,53,,49,276,36,,35.59,-82.56
28801,6637,34035,37.1,13.4,1632,,53,,49,276,36,,35.59,-82.56
28803,15156,50805,17.5,16.6,1350,,32,,82,255,39,,35.53,-82.52
28804,8381,55125,21.2,23.7,668,,16,,65,60,26,,35.65,-82.56
28805,9033,46345,27.5,16.0,677,,12,,45,57,13,,35.63,-82.48
28806,17359,43311,27.6,12.7,1363,1,23,,114,134,39,,35.57,-82.61
28806,17359,43311,27.6,12.7,1363,1,23,,114,134,39,,35.57,-82.61
28803,15156,50805,17.5,16.6,1350,,32,,82,255,39,,35.53,-82.52
28804,8381,55125,21.2,23.7,668,,16,,65,60,26,,35.65,-82.56
28805,9033,46345,27.5,16.0,677,,12,,45,57,13,,35.63,-82.48
28806,17359,43311,27.6,12.7,1363,1,23,,114,134,39,,35.57,-82.61
28901,2090,32364,39.1,4.5,119,,1,,16,14,11,,35.2,-83.81
28902,594,32857,40.9,16.9,16,1,,,3,,6,,35.02,-83.96
28906,7787,39216,28.6,9.2,424,2,4,,58,45,8,,35.1,-84.14
28904,4047,36294,32.8,11.1,187,,4,,32,21,8,,35.07,-83.73
28905,1204,37866,25.1,13.2,27,,,,10,5,2,,35.16,-83.94
28906,7787,39216,28.6,9.2,424,2,4,,58,45,8,,35.1,-84.14
28909,533,45380,11.5,5.9,13,,,,4,1,,,35,-83.9
29001,826,36447,40.5,4.4,23,3,,,5,,2,,33.79,-80.17
29063,13398,73886,9.7,24.8,751,1,10,,80,95,15,,34.14,-81.2
29003,2387,38360,31.7,14.8,128,3,2,,4,22,9,,33.24,-81.02
29006,3796,39017,32.2,12.3,169,2,2,,14,12,11,,33.87,-81.55
29009,886,28333,46.7,5.8,29,1,,,2,2,3,,34.46,-80.38
29010,4269,31670,42.5,6.4,161,3,2,,6,12,11,,34.22,-80.27
29014,740,51776,27.5,19.5,11,,,,3,,1,,34.52,-81.11
29015,579,27461,44.5,14.5,3,,,,,,,,34.44,-81.33
29016,7117,80925,16.2,28.1,280,3,6,,42,24,15,,34.2,-81
29018,1182,32768,40.4,13.6,40,,1,,3,5,4,,33.35,-80.64
29020,9233,38515,31.7,10.0,585,14,18,,39,59,15,,34.31,-80.57
29020,9233,38515,31.7,10.0,585,14,18,,39,59,15,,34.31,-80.57
29030,761,41518,37.9,18.8,23,2,,,2,1,3,,33.58,-80.65
29031,504,40000,37.1,15.6,11,,,,,,3,,34.58,-81.57
