Commodity,Location,Commodities,Output,Employees,Jobs
"Performing arts, spectator sports, museums, and related activities",US-ND,75906331,75.9 Million,1336,1.3 K
"Medical supplies, entertainment and sporting goods, fashion goods, advertising products",US-ND,66970527,67 Million,394,394
Textiles and textile-dervied products (except clothes),US-ND,63736083,63.7 Million,454,454
"Lights and light fixtures, switch boards, transformers, and home appliances",US-ND,63476526,63.5 Million,173,173
Print media and printing support,US-ND,63379834,63.4 Million,554,554
Paper products and paper production facilities,US-ND,49015569,49 Million,221,221
Air transport,US-ND,37906027,37.9 Million,105,105
"Water transport (boats, ships, ferries)",US-ND,37010483,37 Million,17,17.0
Film and sound-based entertainment,US-ND,24086326,24.1 Million,345,345
"Scrap, used and secondhand goods",US-ND,17631497,17.6 Million,26,26.0
Clothing and leather,US-ND,12927038,12.9 Million,229,229
Noncomparable imports and rest-of-the-world adjustment,US-ND,4704163,4.7 Million,2,2.0
