Commodity,Location,Commodities,Output,Employees,Jobs
Primary and secondary ferrous and nonferrous metals,RoUS,209649509908,209.6 Billion,346949,346.9 K
Unrefined oil and gas,RoUS,204575402599,204.6 Billion,101437,101.4 K
"Funds, trusts, and financial vehicles",RoUS,192181989104,192.2 Billion,81401,81.4 K
Paper products and paper production facilities,RoUS,183130397061,183.1 Billion,348328,348.3 K
"Medical supplies, entertainment and sporting goods, fashion goods, advertising products",RoUS,172241222829,172.2 Billion,541605,541.6 K
Warehouses,RoUS,157662336539,157.7 Billion,1468846,1.5 Million
"Amusement facilities, gambling facilities, resort and recreation facilities",RoUS,154703405891,154.7 Billion,1448796,1.4 Million
Hotels and campgrounds,RoUS,143943067551,143.9 Billion,1405168,1.4 Million
"Lights and light fixtures, switch boards, transformers, and home appliances",RoUS,128048013203,128.0 Billion,375444,375.4 K
Waste management and remediation services,RoUS,127742812900,127.7 Billion,497101,497.1 K
"Clay, glass, cement, concrete, and other nonmetallic mineral products",RoUS,127557790156,127.6 Billion,380330,380.3 K
"Performing arts, spectator sports, museums, and related activities",RoUS,125835611986,125.8 Billion,560016,560 K
Air transport,RoUS,124889309358,124.9 Billion,457199,457.2 K
Film and sound-based entertainment,RoUS,124716151178,124.7 Billion,275288,275.3 K
"Wood products (e.g. plywood, veneer)",RoUS,110652597297,110.7 Billion,388950,388.9 K
Other state and local government enterprises including transit and utilities,RoUS,110387010932,110.4 Billion,46795,46.8 K
Well drilling and support activities for mining,RoUS,88568154043,88.6 Billion,231182,231.2 K
Passenger ground transport,RoUS,82837581881,82.8 Billion,618174,618.2 K
"Metal ores, dimensional stone, nonmetallic minerals",RoUS,77150947677,77.2 Billion,136124,136.1 K
Federal electric utilities and postal service,RoUS,70574543686,70.6 Billion,502781,502.8 K
Rail transport,RoUS,70546056768,70.5 Billion,766,766
Furniture and shelving,RoUS,66021345208,66.0 Billion,342332,342.3 K
Print media and printing support,RoUS,64814552730,64.8 Billion,310674,310.7 K
"Raw forest products, wild-caught fish and game, agriculture and forestry support",RoUS,61635075275,61.6 Billion,454404,454.4 K
Pipeline transport,RoUS,60071545840,60.1 Billion,57364,57.4 K
Textiles and textile-dervied products (except clothes),RoUS,45456004388,45.5 Billion,184413,184.4 K
"Insurance agencies, carriers, and brokerages",US-IA,43735718504,43.7 Billion,46562,46.6 K
"Water transport (boats, ships, ferries)",RoUS,39799751406,39.8 Billion,65985,66 K
Food and beverage and tobacco products,US-IA,26204168544,26.2 Billion,62770,62.8 K
State and local general government,US-IA,21958648120,22.0 Billion,625,625
Clothing and leather,RoUS,21346829225,21.3 Billion,122600,122.6 K
Housing,US-IA,21297662364,21.3 Billion,2449,2.4 K
"Oilseeds, grains, vegetables, fruits, animal farms and aquaculture",US-IA,20260277067,20.3 Billion,17115,17.1 K
Wholesale trade,US-IA,19499562580,19.5 Billion,65055,65.1 K
Construction,US-IA,17849089051,17.8 Billion,79573,79.6 K
Machinery (except computers),US-IA,14827747394,14.8 Billion,31480,31.5 K
"Miscellaneous professional, scientific, and technical services",US-IA,10419400570,10.4 Billion,58212,58.2 K
"Monetary authorities, depository and nondepository credit intermediation and related activities",US-IA,10000560290,10.0 Billion,38423,38.4 K
"Agricultural, pharamceutical, industrial, and commercial chemicals",US-IA,9632536127,9.6 Billion,11861,11.9 K
"Healthcare professions, laboratories, and ambulances",US-IA,9013809179,9.0 Billion,57846,57.8 K
Other retail,US-IA,8795456116,8.8 Billion,72035,72 K
"Scrap, used and secondhand goods",RoUS,8218091053,8.2 Billion,22471,22.5 K
Hospitals,US-IA,8191692825,8.2 Billion,64277,64.3 K
"Other services, except government",US-IA,7705501014,7.7 Billion,47057,47.1 K
Truck transport,US-IA,7013157262,7.0 Billion,29177,29.2 K
"Electricity, natural gas, drinking water, and wastewater treatment",US-IA,6347081528,6.3 Billion,9340,9.3 K
Administrative and support services,US-IA,6229180978,6.2 Billion,57434,57.4 K
Food and beverage establishments,US-IA,6181570844,6.2 Billion,98595,98.6 K
Other real estate,US-IA,5532282161,5.5 Billion,8337,8.3 K
Fabricated metal products (e.g. architectural and structural metal products),US-IA,4908450632,4.9 Billion,19490,19.5 K
Company and enterprise management,US-IA,4346816011,4.3 Billion,20334,20.3 K
Primary and secondary ferrous and nonferrous metals,US-IA,4179490092,4.2 Billion,6802,6.8 K
On-road vehicles (excluding motorcycles) and accompanying parts,US-IA,3789611026,3.8 Billion,10222,10.2 K
"Nursing, community, mental health, and substance abuse facilities",US-IA,3698848846,3.7 Billion,58707,58.7 K
Plastics and rubber products,US-IA,3545833880,3.5 Billion,11507,11.5 K
"Radio, TV, telecommunication",US-IA,3349442558,3.3 Billion,6396,6.4 K
Noncomparable imports and rest-of-the-world adjustment,RoUS,3243435067,3.2 Billion,7816,7.8 K
Food and beverage stores,US-IA,3078632600,3.1 Billion,34954,35 K
Educational institutions and services,US-IA,3036899884,3.0 Billion,119940,119.9 K
"Wood products (e.g. plywood, veneer)",US-IA,2989402703,3.0 Billion,9032,9 K
"Renting and leasing of goods, equipment, vehicles and nonfinancial intangible assets",US-IA,2826099922,2.8 Billion,9129,9.1 K
Computer programming and systems design,US-IA,2660771105,2.7 Billion,15963,16 K
General merchandise stores,US-IA,2539227700,2.5 Billion,27931,27.9 K
"Computers and relevant parts, conductors, measuring devices, communication devices",US-IA,2234527619,2.2 Billion,10164,10.2 K
Federal general government (nondefense),US-IA,2201580739,2.2 Billion,655,655
"Financial investments, exchanges, and advising",US-IA,2070939347,2.1 Billion,6515,6.5 K
"Media, literature, and software",US-IA,2068186630,2.1 Billion,6897,6.9 K
"Lights and light fixtures, switch boards, transformers, and home appliances",US-IA,2036986797,2.0 Billion,6788,6.8 K
Federal general government (defense),US-IA,1941834814,1.9 Billion,1262,1.3 K
"Child day care, community food services, housing services, and other relief services",US-IA,1941687290,1.9 Billion,35987,36 K
"Clay, glass, cement, concrete, and other nonmetallic mineral products",US-IA,1857209844,1.9 Billion,5334,5.3 K
Paper products and paper production facilities,US-IA,1855602939,1.9 Billion,4254,4.3 K
"Couriers, messengers, transportation for leisure activities",US-IA,1751485069,1.8 Billion,11812,11.8 K
Rail transport,US-IA,1659943232,1.7 Billion,0,0.0
Warehouses,US-IA,1642663461,1.6 Billion,15079,15.1 K
"Medical supplies, entertainment and sporting goods, fashion goods, advertising products",US-IA,1620777171,1.6 Billion,5066,5.1 K
Furniture and shelving,US-IA,1573654792,1.6 Billion,5982,6 K
Legal services,US-IA,1497608109,1.5 Billion,6998,7 K
Vehicles and parts sales,US-IA,1490765272,1.5 Billion,16175,16.2 K
"Amusement facilities, gambling facilities, resort and recreation facilities",US-IA,1301594109,1.3 Billion,13851,13.9 K
Hotels and campgrounds,US-IA,1187932449,1.2 Billion,15522,15.5 K
Waste management and remediation services,US-IA,1136187100,1.1 Billion,4306,4.3 K
"Data processing, internet publishing, and other information services",US-IA,1040872807,1.0 Billion,2683,2.7 K
"Raw forest products, wild-caught fish and game, agriculture and forestry support",US-IA,1007924725,1.0 Billion,3789,3.8 K
"Funds, trusts, and financial vehicles",US-IA,849010896,849 Million,69,69.0
"Petroleum fuels, asphalt, and other petroleum and coal products",US-IA,841406786,841.4 Million,592,592
Print media and printing support,US-IA,832447270,832.4 Million,4373,4.4 K
"Metal ores, dimensional stone, nonmetallic minerals",US-IA,750052323,750.1 Million,1968,2 K
Other state and local government enterprises including transit and utilities,US-IA,703989068,704 Million,31,31.0
"Other vehicles (e.g. aircraft, water vessels), missiles, and accompanying parts",US-IA,600093679,600.1 Million,2449,2.4 K
"Performing arts, spectator sports, museums, and related activities",US-IA,484388014,484.4 Million,3713,3.7 K
Federal electric utilities and postal service,US-IA,355456314,355.5 Million,5703,5.7 K
Passenger ground transport,US-IA,271418119,271.4 Million,4399,4.4 K
Textiles and textile-dervied products (except clothes),US-IA,203995612,204 Million,782,782
Film and sound-based entertainment,US-IA,202848822,202.8 Million,1307,1.3 K
Pipeline transport,US-IA,186454160,186.5 Million,466,466
Clothing and leather,US-IA,147170775,147.2 Million,964,964
"Scrap, used and secondhand goods",US-IA,104908947,104.9 Million,182,182
"Water transport (boats, ships, ferries)",US-IA,78248594,78.2 Million,203,203
Air transport,US-IA,56690642,56.7 Million,360,360
Well drilling and support activities for mining,US-IA,45845957,45.8 Million,144,144
Noncomparable imports and rest-of-the-world adjustment,US-IA,15564933,15.6 Million,5,5.0
Unrefined oil and gas,US-IA,597401,597.4 K,1,1.0
