Commodity,Location,Commodities,Output,Employees,Jobs
"Lights and light fixtures, switch boards, transformers, and home appliances",US-MN,2780099850,2.8 Billion,7978,8 K
Vehicles and parts sales,US-MN,2759384951,2.8 Billion,25090,25.1 K
"Clay, glass, cement, concrete, and other nonmetallic mineral products",US-MN,2703080659,2.7 Billion,9697,9.7 K
"Data processing, internet publishing, and other information services",US-MN,2569793997,2.6 Billion,8005,8 K
"Metal ores, dimensional stone, nonmetallic minerals",US-MN,2542482413,2.5 Billion,4100,4.1 K
"Amusement facilities, gambling facilities, resort and recreation facilities",US-MN,2320285885,2.3 Billion,26095,26.1 K
Waste management and remediation services,US-MN,2271927780,2.3 Billion,7397,7.4 K
"Performing arts, spectator sports, museums, and related activities",US-MN,2092133816,2.1 Billion,10381,10.4 K
"Other vehicles (e.g. aircraft, water vessels), missiles, and accompanying parts",US-MN,2052458410,2.1 Billion,5779,5.8 K
Furniture and shelving,US-MN,1976105864,2.0 Billion,8522,8.5 K
Rail transport,US-MN,1949379457,1.9 Billion,31,31.0
Hotels and campgrounds,US-MN,1832817643,1.8 Billion,23779,23.8 K
Warehouses,US-MN,1569187558,1.6 Billion,12981,13 K
Passenger ground transport,US-MN,1393753762,1.4 Billion,17883,17.9 K
Other state and local government enterprises including transit and utilities,US-MN,1090523863,1.1 Billion,55,55.0
"Raw forest products, wild-caught fish and game, agriculture and forestry support",US-MN,785541791,785.5 Million,4058,4.1 K
Federal electric utilities and postal service,US-MN,686837617,686.8 Million,9488,9.5 K
Textiles and textile-dervied products (except clothes),US-MN,525811221,525.8 Million,2564,2.6 K
"Water transport (boats, ships, ferries)",US-MN,456005996,456 Million,390,390
Pipeline transport,US-MN,443118323,443.1 Million,753,753
Film and sound-based entertainment,US-MN,388542183,388.5 Million,1857,1.9 K
Clothing and leather,US-MN,293547052,293.5 Million,1436,1.4 K
Well drilling and support activities for mining,US-MN,198467778,198.5 Million,380,380
"Scrap, used and secondhand goods",US-MN,160091904,160.1 Million,326,326
Unrefined oil and gas,US-MN,50370322,50.4 Million,41,41.0
Noncomparable imports and rest-of-the-world adjustment,US-MN,30079966,30.1 Million,16,16.0
