Commodity,Location,Commodities,Output,Employees,Jobs
"Child day care, community food services, housing services, and other relief services",US-HI,1136038405,1.1 Billion,16226,16.2 K
Computer programming and systems design,US-HI,1102113380,1.1 Billion,5988,6 K
Legal services,US-HI,1059567170,1.1 Billion,3174,3.2 K
"Petroleum fuels, asphalt, and other petroleum and coal products",US-HI,878356223,878.4 Million,102,102
"Nursing, community, mental health, and substance abuse facilities",US-HI,827725142,827.7 Million,8996,9 K
"Oilseeds, grains, vegetables, fruits, animal farms and aquaculture",US-HI,769738355,769.7 Million,4240,4.2 K
Federal electric utilities and postal service,US-HI,732041845,732 Million,1871,1.9 K
Truck transport,US-HI,645953897,646 Million,3132,3.1 K
"Water transport (boats, ships, ferries)",US-HI,642289131,642.3 Million,966,966
"Financial investments, exchanges, and advising",US-HI,639054582,639.1 Million,1297,1.3 K
Vehicles and parts sales,US-HI,634302637,634.3 Million,4743,4.7 K
Waste management and remediation services,US-HI,627754677,627.8 Million,2692,2.7 K
"Performing arts, spectator sports, museums, and related activities",US-HI,563825552,563.8 Million,3365,3.4 K
Passenger ground transport,US-HI,371768696,371.8 Million,2072,2.1 K
"Raw forest products, wild-caught fish and game, agriculture and forestry support",US-HI,358642133,358.6 Million,1340,1.3 K
"Media, literature, and software",US-HI,331097076,331.1 Million,1186,1.2 K
Other state and local government enterprises including transit and utilities,US-HI,307659306,307.7 Million,17,17.0
Film and sound-based entertainment,US-HI,279417643,279.4 Million,1376,1.4 K
"Clay, glass, cement, concrete, and other nonmetallic mineral products",US-HI,264736273,264.7 Million,738,738
"Agricultural, pharamceutical, industrial, and commercial chemicals",US-HI,256878052,256.9 Million,553,553
"Data processing, internet publishing, and other information services",US-HI,237232004,237.2 Million,814,814
"Funds, trusts, and financial vehicles",US-HI,199722652,199.7 Million,53,53.0
"Other vehicles (e.g. aircraft, water vessels), missiles, and accompanying parts",US-HI,150501603,150.5 Million,7005,7 K
"Medical supplies, entertainment and sporting goods, fashion goods, advertising products",US-HI,126555995,126.6 Million,700,700
Warehouses,US-HI,98907168,98.9 Million,952,952
"Metal ores, dimensional stone, nonmetallic minerals",US-HI,94307038,94.3 Million,62,62.0
Print media and printing support,US-HI,77801755,77.8 Million,445,445
Plastics and rubber products,US-HI,75290592,75.3 Million,280,280
Paper products and paper production facilities,US-HI,74671049,74.7 Million,229,229
Furniture and shelving,US-HI,66879203,66.9 Million,298,298
Fabricated metal products (e.g. architectural and structural metal products),US-HI,58306076,58.3 Million,281,281
"Computers and relevant parts, conductors, measuring devices, communication devices",US-HI,55658892,55.7 Million,279,279
On-road vehicles (excluding motorcycles) and accompanying parts,US-HI,50392975,50.4 Million,493,493
"Wood products (e.g. plywood, veneer)",US-HI,46208084,46.2 Million,261,261
Textiles and textile-dervied products (except clothes),US-HI,37874616,37.9 Million,233,233
Clothing and leather,US-HI,33737250,33.7 Million,291,291
Noncomparable imports and rest-of-the-world adjustment,US-HI,32047450,32 Million,11,11.0
Machinery (except computers),US-HI,31859076,31.9 Million,181,181
"Scrap, used and secondhand goods",US-HI,24337595,24.3 Million,27,27.0
Pipeline transport,US-HI,17557755,17.6 Million,31,31.0
"Lights and light fixtures, switch boards, transformers, and home appliances",US-HI,13148543,13.1 Million,118,118
Well drilling and support activities for mining,US-HI,8464193,8.5 Million,77,77.0
Primary and secondary ferrous and nonferrous metals,US-HI,7801114,7.8 Million,95,95.0
Unrefined oil and gas,US-HI,524078,524.1 K,65,65.0
Rail transport,US-HI,427890,427.9 K,0,0.0
