Commodity,Location,Commodities,Output,Employees,Jobs
"Lights and light fixtures, switch boards, transformers, and home appliances",RoUS,121663900042,121.7 Billion,361180,361.2 K
"Performing arts, spectator sports, museums, and related activities",RoUS,121458778157,121.5 Billion,543365,543.4 K
Housing,US-IL,116858949803,116.9 Billion,11212,11.2 K
Air transport,RoUS,114866239539,114.9 Billion,419903,419.9 K
"Wood products (e.g. plywood, veneer)",RoUS,111486052962,111.5 Billion,390730,390.7 K
Other state and local government enterprises including transit and utilities,RoUS,108682823059,108.7 Billion,45019,45 K
Wholesale trade,US-IL,106461029743,106.5 Billion,273906,273.9 K
"Insurance agencies, carriers, and brokerages",US-IL,89777528576,89.8 Billion,125214,125.2 K
Well drilling and support activities for mining,RoUS,88377977699,88.4 Billion,230104,230.1 K
"Miscellaneous professional, scientific, and technical services",US-IL,86190866378,86.2 Billion,366812,366.8 K
Passenger ground transport,RoUS,79901543560,79.9 Billion,587427,587.4 K
"Metal ores, dimensional stone, nonmetallic minerals",RoUS,75738163802,75.7 Billion,133772,133.8 K
State and local general government,US-IL,74707942582,74.7 Billion,6216,6.2 K
Federal electric utilities and postal service,RoUS,68955391466,69.0 Billion,485936,485.9 K
Rail transport,RoUS,67346061247,67.3 Billion,750,750
Furniture and shelving,RoUS,64981254671,65.0 Billion,336736,336.7 K
Construction,US-IL,61825095043,61.8 Billion,223306,223.3 K
"Raw forest products, wild-caught fish and game, agriculture and forestry support",RoUS,61686665005,61.7 Billion,453855,453.9 K
Print media and printing support,RoUS,61282954578,61.3 Billion,295698,295.7 K
Pipeline transport,RoUS,58971698840,59.0 Billion,56487,56.5 K
Hospitals,US-IL,53291075571,53.3 Billion,262501,262.5 K
"Agricultural, pharamceutical, industrial, and commercial chemicals",US-IL,48969202813,49.0 Billion,48586,48.6 K
Administrative and support services,US-IL,48019648967,48.0 Billion,373541,373.5 K
Food and beverage and tobacco products,US-IL,45208093832,45.2 Billion,95257,95.3 K
Textiles and textile-dervied products (except clothes),RoUS,44733285776,44.7 Billion,180937,180.9 K
"Monetary authorities, depository and nondepository credit intermediation and related activities",US-IL,42707880861,42.7 Billion,110943,110.9 K
"Water transport (boats, ships, ferries)",RoUS,38895402325,38.9 Billion,63943,63.9 K
Other retail,US-IL,38501497087,38.5 Billion,246323,246.3 K
"Healthcare professions, laboratories, and ambulances",US-IL,38310607720,38.3 Billion,252569,252.6 K
"Other services, except government",US-IL,37897758644,37.9 Billion,216053,216.1 K
Food and beverage establishments,US-IL,34897140566,34.9 Billion,402500,402.5 K
"Financial investments, exchanges, and advising",US-IL,30730508173,30.7 Billion,52566,52.6 K
Other real estate,US-IL,30120913801,30.1 Billion,46836,46.8 K
Machinery (except computers),US-IL,27953274018,28.0 Billion,61371,61.4 K
"Electricity, natural gas, drinking water, and wastewater treatment",US-IL,26908863640,26.9 Billion,32554,32.6 K
Company and enterprise management,US-IL,25067146458,25.1 Billion,81025,81 K
Legal services,US-IL,23240983064,23.2 Billion,52238,52.2 K
Fabricated metal products (e.g. architectural and structural metal products),US-IL,21251906028,21.3 Billion,80591,80.6 K
"Radio, TV, telecommunication",US-IL,21200809141,21.2 Billion,26761,26.8 K
Computer programming and systems design,US-IL,20915287095,20.9 Billion,98961,99 K
Clothing and leather,RoUS,20651037268,20.7 Billion,119472,119.5 K
"Renting and leasing of goods, equipment, vehicles and nonfinancial intangible assets",US-IL,20331476905,20.3 Billion,37165,37.2 K
Truck transport,US-IL,19591522148,19.6 Billion,73470,73.5 K
"Petroleum fuels, asphalt, and other petroleum and coal products",US-IL,18979642610,19.0 Billion,5799,5.8 K
On-road vehicles (excluding motorcycles) and accompanying parts,US-IL,18536300089,18.5 Billion,38566,38.6 K
Educational institutions and services,US-IL,18425209001,18.4 Billion,425661,425.7 K
"Oilseeds, grains, vegetables, fruits, animal farms and aquaculture",US-IL,17881281673,17.9 Billion,14587,14.6 K
Plastics and rubber products,US-IL,17140777012,17.1 Billion,41039,41 K
"Couriers, messengers, transportation for leisure activities",US-IL,14039353469,14.0 Billion,81016,81 K
General merchandise stores,US-IL,13447486944,13.4 Billion,120205,120.2 K
Food and beverage stores,US-IL,12421130747,12.4 Billion,102404,102.4 K
Federal general government (nondefense),US-IL,12230825672,12.2 Billion,3334,3.3 K
"Media, literature, and software",US-IL,12161041774,12.2 Billion,29153,29.2 K
"Nursing, community, mental health, and substance abuse facilities",US-IL,10991037506,11.0 Billion,132118,132.1 K
Air transport,US-IL,10079760461,10.1 Billion,37658,37.7 K
"Medical supplies, entertainment and sporting goods, fashion goods, advertising products",US-IL,9657211304,9.7 Billion,26334,26.3 K
"Funds, trusts, and financial vehicles",US-IL,9645161067,9.6 Billion,968,968
"Data processing, internet publishing, and other information services",US-IL,9374896924,9.4 Billion,22132,22.1 K
"Child day care, community food services, housing services, and other relief services",US-IL,8741420181,8.7 Billion,133617,133.6 K
"Computers and relevant parts, conductors, measuring devices, communication devices",US-IL,8630753746,8.6 Billion,27150,27.1 K
Federal general government (defense),US-IL,8558418022,8.6 Billion,9239,9.2 K
"Lights and light fixtures, switch boards, transformers, and home appliances",US-IL,8421099958,8.4 Billion,20922,20.9 K
"Scrap, used and secondhand goods",RoUS,8027994934,8.0 Billion,21667,21.7 K
Primary and secondary ferrous and nonferrous metals,US-IL,7921578450,7.9 Billion,18614,18.6 K
Warehouses,US-IL,6949521437,6.9 Billion,65561,65.6 K
"Amusement facilities, gambling facilities, resort and recreation facilities",US-IL,6465080284,6.5 Billion,60265,60.3 K
Paper products and paper production facilities,US-IL,6386053291,6.4 Billion,18223,18.2 K
Vehicles and parts sales,US-IL,6038108646,6.0 Billion,48125,48.1 K
Waste management and remediation services,US-IL,5263815459,5.3 Billion,16396,16.4 K
"Clay, glass, cement, concrete, and other nonmetallic mineral products",US-IL,4888909383,4.9 Billion,13030,13 K
"Performing arts, spectator sports, museums, and related activities",US-IL,4861221843,4.9 Billion,20001,20 K
Rail transport,US-IL,4859938753,4.9 Billion,13,13.0
Hotels and campgrounds,US-IL,4564358491,4.6 Billion,37488,37.5 K
Print media and printing support,US-IL,4364045422,4.4 Billion,19166,19.2 K
Passenger ground transport,US-IL,3207456440,3.2 Billion,34897,34.9 K
Noncomparable imports and rest-of-the-world adjustment,RoUS,3172529411,3.2 Billion,7462,7.5 K
Furniture and shelving,US-IL,2613745329,2.6 Billion,11444,11.4 K
Other state and local government enterprises including transit and utilities,US-IL,2408176941,2.4 Billion,129,129
"Metal ores, dimensional stone, nonmetallic minerals",US-IL,2162836198,2.2 Billion,4219,4.2 K
"Wood products (e.g. plywood, veneer)",US-IL,2155947038,2.2 Billion,7166,7.2 K
Film and sound-based entertainment,US-IL,2023841257,2.0 Billion,6002,6 K
Federal electric utilities and postal service,US-IL,1974608534,2.0 Billion,21563,21.6 K
"Other vehicles (e.g. aircraft, water vessels), missiles, and accompanying parts",US-IL,1686961676,1.7 Billion,7236,7.2 K
Pipeline transport,US-IL,1286301160,1.3 Billion,1343,1.3 K
"Water transport (boats, ships, ferries)",US-IL,982597675,982.6 Million,2239,2.2 K
"Raw forest products, wild-caught fish and game, agriculture and forestry support",US-IL,956334995,956.3 Million,3935,3.9 K
Textiles and textile-dervied products (except clothes),US-IL,926714224,926.7 Million,4307,4.3 K
Clothing and leather,US-IL,842962732,843 Million,3983,4 K
Unrefined oil and gas,US-IL,313444789,313.4 Million,694,694
"Scrap, used and secondhand goods",US-IL,295005066,295 Million,522,522
Well drilling and support activities for mining,US-IL,236022301,236 Million,1185,1.2 K
Noncomparable imports and rest-of-the-world adjustment,US-IL,86470589,86.5 Million,24,24.0
