Commodity,Location,Commodities,Output,Employees,Jobs
"Agricultural, pharamceutical, industrial, and commercial chemicals",US-TN,13028889382,13.0 Billion,28864,28.9 K
Truck transport,US-TN,12759079116,12.8 Billion,58682,58.7 K
"Couriers, messengers, transportation for leisure activities",US-TN,12695192315,12.7 Billion,61453,61.5 K
Other real estate,US-TN,12377790114,12.4 Billion,22509,22.5 K
Company and enterprise management,US-TN,11503317740,11.5 Billion,48463,48.5 K
"Monetary authorities, depository and nondepository credit intermediation and related activities",US-TN,11138886022,11.1 Billion,47990,48 K
Fabricated metal products (e.g. architectural and structural metal products),US-TN,9575376349,9.6 Billion,34375,34.4 K
Federal general government (nondefense),US-TN,8655910353,8.7 Billion,2087,2.1 K
"Scrap, used and secondhand goods",RoUS,8086461759,8.1 Billion,22083,22.1 K
"Radio, TV, telecommunication",US-TN,7561152812,7.6 Billion,13220,13.2 K
Paper products and paper production facilities,US-TN,7495833677,7.5 Billion,11193,11.2 K
General merchandise stores,US-TN,7288134025,7.3 Billion,62841,62.8 K
Plastics and rubber products,US-TN,7073606821,7.1 Billion,22805,22.8 K
"Renting and leasing of goods, equipment, vehicles and nonfinancial intangible assets",US-TN,6714333697,6.7 Billion,20323,20.3 K
"Financial investments, exchanges, and advising",US-TN,6704301756,6.7 Billion,13057,13.1 K
Machinery (except computers),US-TN,6697081777,6.7 Billion,22055,22.1 K
Educational institutions and services,US-TN,6366931086,6.4 Billion,190566,190.6 K
"Lights and light fixtures, switch boards, transformers, and home appliances",US-TN,5981625595,6.0 Billion,17284,17.3 K
Food and beverage stores,US-TN,5978481646,6.0 Billion,51741,51.7 K
Primary and secondary ferrous and nonferrous metals,US-TN,5975848045,6.0 Billion,10714,10.7 K
"Medical supplies, entertainment and sporting goods, fashion goods, advertising products",US-TN,5489044130,5.5 Billion,16141,16.1 K
Computer programming and systems design,US-TN,5451329414,5.5 Billion,30520,30.5 K
"Electricity, natural gas, drinking water, and wastewater treatment",US-TN,5232650465,5.2 Billion,23328,23.3 K
Warehouses,US-TN,5106732219,5.1 Billion,49367,49.4 K
"Nursing, community, mental health, and substance abuse facilities",US-TN,4607907041,4.6 Billion,63191,63.2 K
Legal services,US-TN,4360095798,4.4 Billion,14785,14.8 K
"Performing arts, spectator sports, museums, and related activities",US-TN,4345905426,4.3 Billion,12873,12.9 K
"Clay, glass, cement, concrete, and other nonmetallic mineral products",US-TN,4089705207,4.1 Billion,12872,12.9 K
Vehicles and parts sales,US-TN,4030393480,4.0 Billion,32899,32.9 K
"Media, literature, and software",US-TN,3937586963,3.9 Billion,11595,11.6 K
"Wood products (e.g. plywood, veneer)",US-TN,3289981570,3.3 Billion,12592,12.6 K
Noncomparable imports and rest-of-the-world adjustment,RoUS,3197803668,3.2 Billion,7627,7.6 K
Federal general government (defense),US-TN,2995706558,3.0 Billion,3953,4 K
"Child day care, community food services, housing services, and other relief services",US-TN,2974704539,3.0 Billion,52443,52.4 K
"Oilseeds, grains, vegetables, fruits, animal farms and aquaculture",US-TN,2962933305,3.0 Billion,5849,5.8 K
Film and sound-based entertainment,US-TN,2845756234,2.8 Billion,8394,8.4 K
Hotels and campgrounds,US-TN,2830625293,2.8 Billion,26992,27 K
"Petroleum fuels, asphalt, and other petroleum and coal products",US-TN,2720656062,2.7 Billion,1222,1.2 K
Waste management and remediation services,US-TN,2649685761,2.6 Billion,10375,10.4 K
"Amusement facilities, gambling facilities, resort and recreation facilities",US-TN,2342146366,2.3 Billion,21909,21.9 K
"Funds, trusts, and financial vehicles",US-TN,2257362709,2.3 Billion,276,276
"Data processing, internet publishing, and other information services",US-TN,1993347404,2.0 Billion,5089,5.1 K
"Computers and relevant parts, conductors, measuring devices, communication devices",US-TN,1933055588,1.9 Billion,7667,7.7 K
Print media and printing support,US-TN,1565630953,1.6 Billion,6870,6.9 K
Textiles and textile-dervied products (except clothes),US-TN,1418472058,1.4 Billion,5600,5.6 K
Federal electric utilities and postal service,US-TN,1397560386,1.4 Billion,9786,9.8 K
Rail transport,US-TN,1394724164,1.4 Billion,1,1.0
Furniture and shelving,US-TN,1349939608,1.3 Billion,8941,8.9 K
"Metal ores, dimensional stone, nonmetallic minerals",US-TN,1349113724,1.3 Billion,2682,2.7 K
"Water transport (boats, ships, ferries)",US-TN,1277022826,1.3 Billion,2331,2.3 K
"Other vehicles (e.g. aircraft, water vessels), missiles, and accompanying parts",US-TN,1061429533,1.1 Billion,6911,6.9 K
Other state and local government enterprises including transit and utilities,US-TN,1022684672,1.0 Billion,81,81.0
Passenger ground transport,US-TN,776486939,776.5 Million,7263,7.3 K
"Raw forest products, wild-caught fish and game, agriculture and forestry support",US-TN,564843664,564.8 Million,1967,2 K
Clothing and leather,US-TN,518721033,518.7 Million,4669,4.7 K
Pipeline transport,US-TN,491674715,491.7 Million,684,684
Air transport,US-TN,322016609,322 Million,2746,2.7 K
"Scrap, used and secondhand goods",US-TN,236538241,236.5 Million,428,428
Well drilling and support activities for mining,US-TN,158118985,158.1 Million,383,383
Noncomparable imports and rest-of-the-world adjustment,US-TN,61196332,61.2 Million,15,15.0
Unrefined oil and gas,US-TN,9595798,9.6 Million,15,15.0
