Commodity,Location,Commodities,Output,Employees,Jobs
Food and beverage establishments,US-IN,16010693085,16.0 Billion,231847,231.8 K
Fabricated metal products (e.g. architectural and structural metal products),US-IN,15069616784,15.1 Billion,51703,51.7 K
Machinery (except computers),US-IN,14226897040,14.2 Billion,40373,40.4 K
Truck transport,US-IN,12561619150,12.6 Billion,50742,50.7 K
"Electricity, natural gas, drinking water, and wastewater treatment",US-IN,12541664935,12.5 Billion,17973,18 K
"Oilseeds, grains, vegetables, fruits, animal farms and aquaculture",US-IN,11307281228,11.3 Billion,13661,13.7 K
Other real estate,US-IN,11172482829,11.2 Billion,20471,20.5 K
"Petroleum fuels, asphalt, and other petroleum and coal products",US-IN,10634845495,10.6 Billion,3431,3.4 K
Plastics and rubber products,US-IN,9666979400,9.7 Billion,35698,35.7 K
"Medical supplies, entertainment and sporting goods, fashion goods, advertising products",US-IN,8822075430,8.8 Billion,25680,25.7 K
"Scrap, used and secondhand goods",RoUS,7905149630,7.9 Billion,21820,21.8 K
Company and enterprise management,US-IN,7819781783,7.8 Billion,32723,32.7 K
"Monetary authorities, depository and nondepository credit intermediation and related activities",US-IN,6966778269,7.0 Billion,38201,38.2 K
General merchandise stores,US-IN,6787371623,6.8 Billion,73958,74 K
Educational institutions and services,US-IN,6010975419,6.0 Billion,200139,200.1 K
"Nursing, community, mental health, and substance abuse facilities",US-IN,5983704511,6.0 Billion,76219,76.2 K
Computer programming and systems design,US-IN,5903847879,5.9 Billion,36787,36.8 K
"Renting and leasing of goods, equipment, vehicles and nonfinancial intangible assets",US-IN,5704192473,5.7 Billion,16010,16 K
"Radio, TV, telecommunication",US-IN,5686923108,5.7 Billion,10743,10.7 K
Warehouses,US-IN,5345897105,5.3 Billion,52765,52.8 K
Federal general government (nondefense),US-IN,5170832379,5.2 Billion,1447,1.4 K
"Couriers, messengers, transportation for leisure activities",US-IN,4669004126,4.7 Billion,33585,33.6 K
Furniture and shelving,US-IN,4449384200,4.4 Billion,19883,19.9 K
"Clay, glass, cement, concrete, and other nonmetallic mineral products",US-IN,4363008542,4.4 Billion,12609,12.6 K
Food and beverage stores,US-IN,4136882384,4.1 Billion,40685,40.7 K
Paper products and paper production facilities,US-IN,4083605369,4.1 Billion,9864,9.9 K
"Financial investments, exchanges, and advising",US-IN,3965342437,4.0 Billion,10767,10.8 K
"Wood products (e.g. plywood, veneer)",US-IN,3662428928,3.7 Billion,13760,13.8 K
Legal services,US-IN,3639724735,3.6 Billion,13937,13.9 K
"Child day care, community food services, housing services, and other relief services",US-IN,3479126312,3.5 Billion,56502,56.5 K
"Funds, trusts, and financial vehicles",US-IN,3379676175,3.4 Billion,163,163
Vehicles and parts sales,US-IN,3307145231,3.3 Billion,31230,31.2 K
"Amusement facilities, gambling facilities, resort and recreation facilities",US-IN,3299165185,3.3 Billion,25593,25.6 K
Noncomparable imports and rest-of-the-world adjustment,RoUS,3222442785,3.2 Billion,7705,7.7 K
Waste management and remediation services,US-IN,3092249793,3.1 Billion,10544,10.5 K
"Other vehicles (e.g. aircraft, water vessels), missiles, and accompanying parts",US-IN,2930500837,2.9 Billion,9404,9.4 K
"Computers and relevant parts, conductors, measuring devices, communication devices",US-IN,2895179555,2.9 Billion,13203,13.2 K
"Media, literature, and software",US-IN,2607749681,2.6 Billion,10750,10.8 K
Federal general government (defense),US-IN,2595465274,2.6 Billion,11219,11.2 K
"Lights and light fixtures, switch boards, transformers, and home appliances",US-IN,2551795731,2.6 Billion,8997,9 K
Rail transport,US-IN,2437982944,2.4 Billion,112,112
"Performing arts, spectator sports, museums, and related activities",US-IN,1968483003,2.0 Billion,8459,8.5 K
Print media and printing support,US-IN,1862786298,1.9 Billion,10275,10.3 K
"Metal ores, dimensional stone, nonmetallic minerals",US-IN,1650186154,1.7 Billion,3808,3.8 K
Hotels and campgrounds,US-IN,1531040268,1.5 Billion,19026,19 K
Other state and local government enterprises including transit and utilities,US-IN,1104496254,1.1 Billion,62,62.0
"Data processing, internet publishing, and other information services",US-IN,906889297,906.9 Million,5768,5.8 K
Federal electric utilities and postal service,US-IN,835239740,835.2 Million,9517,9.5 K
"Water transport (boats, ships, ferries)",US-IN,818683030,818.7 Million,876,876
"Raw forest products, wild-caught fish and game, agriculture and forestry support",US-IN,817514252,817.5 Million,2447,2.4 K
Textiles and textile-dervied products (except clothes),US-IN,788013974,788 Million,4144,4.1 K
Passenger ground transport,US-IN,574557827,574.6 Million,8263,8.3 K
Air transport,US-IN,563873781,563.9 Million,2225,2.2 K
Film and sound-based entertainment,US-IN,419406486,419.4 Million,2104,2.1 K
"Scrap, used and secondhand goods",US-IN,417850370,417.9 Million,712,712
Clothing and leather,US-IN,332938057,332.9 Million,1609,1.6 K
Pipeline transport,US-IN,322131177,322.1 Million,676,676
Well drilling and support activities for mining,US-IN,187806829,187.8 Million,645,645
Unrefined oil and gas,US-IN,140210360,140.2 Million,376,376
Noncomparable imports and rest-of-the-world adjustment,US-IN,36557215,36.6 Million,10,10.0
