Commodity,Location,Commodities,Output,Employees,Jobs
Warehouses,RoUS,158950097620,159.0 Billion,1479419,1.5 Million
"Amusement facilities, gambling facilities, resort and recreation facilities",RoUS,155442518890,155.4 Billion,1456820,1.5 Million
Hotels and campgrounds,RoUS,144480513612,144.5 Billion,1412978,1.4 Million
"Lights and light fixtures, switch boards, transformers, and home appliances",RoUS,129939584508,129.9 Billion,381745,381.7 K
"Clay, glass, cement, concrete, and other nonmetallic mineral products",RoUS,128686855556,128.7 Billion,383281,383.3 K
Waste management and remediation services,RoUS,128252820725,128.3 Billion,499252,499.3 K
"Performing arts, spectator sports, museums, and related activities",RoUS,126198183680,126.2 Billion,562633,562.6 K
Air transport,RoUS,124933150606,124.9 Billion,457475,457.5 K
Film and sound-based entertainment,RoUS,124881939033,124.9 Billion,276346,276.3 K
"Wood products (e.g. plywood, veneer)",RoUS,112806999790,112.8 Billion,393633,393.6 K
Other state and local government enterprises including transit and utilities,RoUS,110768465926,110.8 Billion,46711,46.7 K
Well drilling and support activities for mining,RoUS,84115868221,84.1 Billion,225873,225.9 K
Passenger ground transport,RoUS,83025292515,83.0 Billion,618607,618.6 K
"Metal ores, dimensional stone, nonmetallic minerals",RoUS,71605074504,71.6 Billion,129914,129.9 K
Rail transport,RoUS,71482157778,71.5 Billion,766,766
Federal electric utilities and postal service,RoUS,70381853768,70.4 Billion,505334,505.3 K
Furniture and shelving,RoUS,67431606139,67.4 Billion,346944,346.9 K
Print media and printing support,RoUS,65523671417,65.5 Billion,314295,314.3 K
"Raw forest products, wild-caught fish and game, agriculture and forestry support",RoUS,62465465686,62.5 Billion,457354,457.4 K
Pipeline transport,RoUS,59925787527,59.9 Billion,56958,57 K
Textiles and textile-dervied products (except clothes),RoUS,45635827806,45.6 Billion,185044,185 K
"Water transport (boats, ships, ferries)",RoUS,39718929394,39.7 Billion,65773,65.8 K
Clothing and leather,RoUS,21469120391,21.5 Billion,123468,123.5 K
State and local general government,US-WV,10015174443,10.0 Billion,155,155
Housing,US-WV,9193665367,9.2 Billion,1275,1.3 K
"Scrap, used and secondhand goods",RoUS,8283171423,8.3 Billion,22684,22.7 K
Construction,US-WV,8015661184,8.0 Billion,36157,36.2 K
"Miscellaneous professional, scientific, and technical services",US-WV,7798663160,7.8 Billion,32707,32.7 K
Hospitals,US-WV,7695525380,7.7 Billion,50142,50.1 K
Wholesale trade,US-WV,7032256227,7.0 Billion,19755,19.8 K
"Metal ores, dimensional stone, nonmetallic minerals",US-WV,6295925496,6.3 Billion,8155,8.2 K
"Healthcare professions, laboratories, and ambulances",US-WV,5217668221,5.2 Billion,40953,41 K
Well drilling and support activities for mining,US-WV,4498131779,4.5 Billion,5089,5.1 K
Other retail,US-WV,4494822295,4.5 Billion,33914,33.9 K
"Electricity, natural gas, drinking water, and wastewater treatment",US-WV,3998755145,4.0 Billion,7111,7.1 K
"Insurance agencies, carriers, and brokerages",US-WV,3499715126,3.5 Billion,7799,7.8 K
Food and beverage establishments,US-WV,3487432121,3.5 Billion,50854,50.9 K
Federal general government (nondefense),US-WV,3396043857,3.4 Billion,964,964
Noncomparable imports and rest-of-the-world adjustment,RoUS,3234990344,3.2 Billion,7814,7.8 K
On-road vehicles (excluding motorcycles) and accompanying parts,US-WV,3216121784,3.2 Billion,3141,3.1 K
Administrative and support services,US-WV,3087070674,3.1 Billion,30244,30.2 K
"Other services, except government",US-WV,3052769195,3.1 Billion,20094,20.1 K
Primary and secondary ferrous and nonferrous metals,US-WV,2401911983,2.4 Billion,3943,3.9 K
Other real estate,US-WV,2396325862,2.4 Billion,3231,3.2 K
"Petroleum fuels, asphalt, and other petroleum and coal products",US-WV,2084285143,2.1 Billion,1204,1.2 K
General merchandise stores,US-WV,1650316819,1.7 Billion,16200,16.2 K
Truck transport,US-WV,1528134399,1.5 Billion,6864,6.9 K
Food and beverage and tobacco products,US-WV,1454904797,1.5 Billion,4063,4.1 K
Legal services,US-WV,1447618698,1.4 Billion,4742,4.7 K
"Radio, TV, telecommunication",US-WV,1383784942,1.4 Billion,3227,3.2 K
"Monetary authorities, depository and nondepository credit intermediation and related activities",US-WV,1375562962,1.4 Billion,8191,8.2 K
Company and enterprise management,US-WV,1356527098,1.4 Billion,7358,7.4 K
"Nursing, community, mental health, and substance abuse facilities",US-WV,1325589688,1.3 Billion,17930,17.9 K
Plastics and rubber products,US-WV,1265918582,1.3 Billion,3350,3.4 K
Unrefined oil and gas,US-WV,1123074043,1.1 Billion,400,400
"Renting and leasing of goods, equipment, vehicles and nonfinancial intangible assets",US-WV,1099836298,1.1 Billion,3369,3.4 K
Food and beverage stores,US-WV,1078762503,1.1 Billion,10627,10.6 K
Fabricated metal products (e.g. architectural and structural metal products),US-WV,1027717148,1.0 Billion,4032,4 K
Educational institutions and services,US-WV,979251980,979.3 Million,45804,45.8 K
Computer programming and systems design,US-WV,967434790,967.4 Million,6268,6.3 K
"Child day care, community food services, housing services, and other relief services",US-WV,963690173,963.7 Million,25010,25 K
"Couriers, messengers, transportation for leisure activities",US-WV,880167934,880.2 Million,5758,5.8 K
Vehicles and parts sales,US-WV,865090941,865.1 Million,8278,8.3 K
"Wood products (e.g. plywood, veneer)",US-WV,835000210,835 Million,4318,4.3 K
Federal general government (defense),US-WV,809714334,809.7 Million,1429,1.4 K
"Clay, glass, cement, concrete, and other nonmetallic mineral products",US-WV,728144444,728.1 Million,2396,2.4 K
Rail transport,US-WV,723842222,723.8 Million,0,0.0
Hotels and campgrounds,US-WV,650486388,650.5 Million,7901,7.9 K
Waste management and remediation services,US-WV,626179275,626.2 Million,2771,2.8 K
"Oilseeds, grains, vegetables, fruits, animal farms and aquaculture",US-WV,619850669,619.9 Million,835,835
"Amusement facilities, gambling facilities, resort and recreation facilities",US-WV,562481110,562.5 Million,5813,5.8 K
Federal electric utilities and postal service,US-WV,548146232,548.1 Million,2937,2.9 K
"Financial investments, exchanges, and advising",US-WV,477690418,477.7 Million,1304,1.3 K
Machinery (except computers),US-WV,416129561,416.1 Million,1226,1.2 K
Warehouses,US-WV,354902380,354.9 Million,4505,4.5 K
Pipeline transport,US-WV,332212473,332.2 Million,872,872
"Media, literature, and software",US-WV,328923279,328.9 Million,1862,1.9 K
Other state and local government enterprises including transit and utilities,US-WV,322534074,322.5 Million,25,25.0
"Other vehicles (e.g. aircraft, water vessels), missiles, and accompanying parts",US-WV,255257181,255.3 Million,2236,2.2 K
"Data processing, internet publishing, and other information services",US-WV,242505147,242.5 Million,1432,1.4 K
"Agricultural, pharamceutical, industrial, and commercial chemicals",US-WV,191722456,191.7 Million,322,322
"Funds, trusts, and financial vehicles",US-WV,178459032,178.5 Million,30,30.0
"Raw forest products, wild-caught fish and game, agriculture and forestry support",US-WV,177534314,177.5 Million,823,823
Paper products and paper production facilities,US-WV,166774893,166.8 Million,405,405
"Medical supplies, entertainment and sporting goods, fashion goods, advertising products",US-WV,164762194,164.8 Million,462,462
Furniture and shelving,US-WV,163393861,163.4 Million,1291,1.3 K
"Water transport (boats, ships, ferries)",US-WV,159070606,159.1 Million,415,415
"Lights and light fixtures, switch boards, transformers, and home appliances",US-WV,145415492,145.4 Million,493,493
Print media and printing support,US-WV,123328583,123.3 Million,800,800
"Performing arts, spectator sports, museums, and related activities",US-WV,121816320,121.8 Million,1157,1.2 K
"Computers and relevant parts, conductors, measuring devices, communication devices",US-WV,95155897,95.2 Million,673,673
Passenger ground transport,US-WV,83707485,83.7 Million,3953,4 K
"Scrap, used and secondhand goods",US-WV,39828577,39.8 Million,57,57.0
Film and sound-based entertainment,US-WV,37060967,37.1 Million,249,249
Clothing and leather,US-WV,24879609,24.9 Million,113,113
Textiles and textile-dervied products (except clothes),US-WV,24172194,24.2 Million,169,169
Noncomparable imports and rest-of-the-world adjustment,US-WV,24009656,24 Million,7,7.0
Air transport,US-WV,12849394,12.8 Million,84,84.0
